Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,32977,34457,49209,51481,97931,69277,75518,115922,94513,106091,48063,42471,49205,50383,48443,25269,25162,46670
China,9198,5126,11173,14121,21858,21778,19219,36179,24844,31605,14246,12496,14900,14913,12890,5001,6919,15006
Portugal,6575,8404,10981,10777,28930,17167,24789,34692,28384,28784,15489,15153,15398,13983,10595,7188,5293,6521
Spain,49,278,349,246,226,166,125,572,197,1570,472,313,173,1825,2140,573,807,5099
Türkiye,2,6,66,248,64,21,227,801,1092,2265,617,890,1445,2852,3248,945,1409,3699
United Arab Emirates,180,352,801,368,768,1097,1443,2237,1961,2165,806,702,4082,3389,963,484,1398,2869
Brazil,7561,5267,5639,3787,6583,3738,4533,6057,5106,4701,1484,1960,1635,1631,1351,379,1043,2050
South Africa,1745,3831,2376,2289,6409,3654,4246,4516,5317,3073,1567,1362,1328,1174,2448,1521,2276,1927
United Kingdom,506,374,177,677,675,833,1239,1364,1905,1681,887,664,643,537,1571,605,677,1463
United States of America,889,1149,1920,2764,5646,4871,6430,8470,8256,6904,3534,2097,1423,2564,1350,1324,804,1353
France,450,444,1727,1042,1152,806,1077,1273,1735,1628,1080,1160,914,811,5042,569,597,1205
Denmark,61,3,24,29,34,136,52,123,62,77,24,7,199,40,22,6,23,902
Italy,582,1542,241,538,598,269,390,1265,833,2524,1448,401,1019,749,480,250,195,670
Qatar,0,0,0,0,0,7,4,0,4,0,0,2,0,0,4,0,17,466
India,2,45,96,333,294,261,292,516,518,1388,538,267,438,716,1035,253,349,398
"Hong Kong, China",1507,2122,4765,3106,1035,580,611,2590,1803,2478,799,1015,1297,909,731,157,244,339
Mexico,0,0,0,21,5,1,1,38,292,139,114,94,183,201,311,319,112,311
Belgium,28,258,185,404,339,307,845,885,331,673,179,349,223,222,437,162,362,296
Bangladesh,0,0,0,9,0,0,0,1,23,350,18,129,17,57,121,74,81,198
Viet Nam,1200,2091,3409,2177,3994,3824,3026,6079,4335,4331,1345,1435,1287,1334,776,283,125,188
Namibia,18,0,11,265,7099,1104,1315,1532,649,567,88,78,70,104,40,28,26,164
Honduras,0,0,0,0,0,0,32,13,29,74,40,2,0,0,110,137,19,108
Zimbabwe,1,29,328,131,141,46,43,20,9,0,1,0,0,14,4,31,0,102
Thailand,835,811,1213,971,6893,3814,1852,2094,1760,1716,421,353,233,67,114,41,7,102
Netherlands,219,79,89,73,248,82,140,238,413,347,201,201,91,134,257,102,266,88
Lebanon,49,108,425,973,1385,958,885,950,935,651,471,407,385,413,210,48,172,84
Pakistan,6,0,0,21,7,48,27,186,565,72,95,53,176,66,211,66,331,81
Germany,12,51,21,92,43,65,205,295,459,135,81,80,363,125,284,216,69,77
Ireland,0,0,0,22,9,5,1,13,3,10,7,7,0,1,15,6,17,77
Switzerland,0,11,55,295,174,135,39,36,91,874,85,50,162,103,67,48,36,68
Nigeria,3,0,265,94,26,3,7,9,14,1,4,10,20,25,26,9,19,63
Norway,19,7,34,60,61,14,37,239,204,422,104,56,8,101,68,26,55,62
Congo,14,55,868,148,684,737,216,71,54,0,8,23,29,6,62,33,17,58
Ethiopia,20,17,32,49,25,128,199,5,21,6,2,3,0,167,148,172,316,52
Indonesia,689,309,498,575,563,265,57,48,34,54,189,26,1,62,29,11,27,49
Morocco,92,335,424,502,66,797,1017,1086,794,534,293,118,89,95,444,97,20,48
Poland,0,0,0,4,0,0,0,1,0,7,4,2,5,1,14,1,45,32
Guatemala,0,0,0,0,0,0,0,2,0,0,0,1,22,23,55,20,41,30
"Korea, Republic of",7,2,20,613,253,214,149,424,575,433,210,86,14,41,47,1657,1,28
Singapore,38,1066,578,1079,197,141,262,120,73,89,26,46,241,65,254,1193,10,27
"Macedonia, North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26
"Congo, Democratic Republic of the",0,6,5,45,8,41,9,36,4,486,225,149,69,9,50,16,25,24
Canada,30,51,40,18,45,14,37,25,64,230,7,12,7,3,13,8,13,22
Nicaragua,0,0,0,0,0,0,0,3,0,0,0,0,14,3,6,70,1,19
Egypt,0,0,13,1,6,0,2,0,0,0,0,1,11,13,19,3,77,18
Tokelau,0,0,0,0,0,0,0,0,0,0,3,13,19,4,0,0,1,15
Japan,137,8,15,70,68,16,24,22,48,1,3,4,0,5,0,5,19,15
