Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,18244,21790,33111,38439,107046,93985,148194,247256,166115,187120,90240,81262,87236,83844,91718,51806,50842,84711
Portugal,10641,11574,16099,15962,36021,29197,36583,62190,42936,44114,16055,16660,26166,21428,17479,11555,14136,18026
Belgium,87,1115,308,1864,2677,3213,7344,8147,5165,3979,2179,20345,15077,17367,16629,9179,8582,14226
China,125,78,760,1224,7772,4766,6094,13003,11801,21779,34572,5095,10183,4347,10468,5543,4690,9773
United Kingdom,202,76,424,437,1199,3077,1244,1361,2642,1887,4380,6862,5571,8360,10218,9223,2989,8483
South Africa,1887,1179,4010,3326,5558,5743,10057,14668,12561,11106,5945,6595,7856,8606,7281,2300,4806,7774
India,0,14,7,2,265,253,128,220,99,259,57,267,975,1446,1920,1177,2386,5073
United Arab Emirates,1307,2509,1596,3641,8233,14808,27379,11981,11059,10470,3216,2602,3935,3338,3009,1844,2008,3084
United States of America,165,34,3820,1393,6265,2423,4884,2578,1541,2498,1283,694,2628,2669,3851,746,167,2863
Germany,29,56,301,275,640,1843,304,623,1620,1427,1011,546,2076,1911,5470,2072,1719,2638
France,405,1223,765,2334,4990,3151,2062,5041,4832,2398,1004,902,1305,1125,1278,1479,1711,2321
Spain,394,29,815,202,615,578,468,1098,1181,832,1110,4560,1626,835,747,1827,1027,1900
Türkiye,0,40,0,4,88,260,31,129,186,305,309,314,630,1135,2041,1101,999,1809
Netherlands,151,77,315,354,10151,12961,41704,111313,55647,68351,14799,7970,1365,1447,2695,442,1340,1804
Lebanon,470,562,152,222,568,581,393,1314,1092,1604,634,751,967,3214,1822,727,824,705
Namibia,0,1,0,383,6420,416,1075,1544,903,1005,424,192,132,285,265,158,197,459
Italy,314,315,330,1043,1572,185,304,313,964,1827,158,519,114,231,320,173,439,451
Morocco,0,0,0,0,0,0,41,0,62,2,137,15,1,761,337,89,482,410
Malaysia,0,0,103,195,50,8,33,30,37,31,0,125,39,83,202,29,4,282
Botswana,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,266
Greece,0,0,0,1,0,0,0,0,198,47,1,77,155,400,289,129,502,242
Nigeria,1,0,0,0,29,35,32,0,0,109,4,0,1,1,0,2,0,240
Switzerland,49,39,114,49,181,467,192,264,185,567,28,81,70,55,495,15,76,231
Brazil,1673,2276,2612,2855,7571,5073,4611,6006,4654,3765,792,879,700,188,208,159,80,222
Côte d'Ivoire,16,342,7,246,36,103,192,199,107,350,10,243,266,125,66,54,65,185
Egypt,0,0,0,69,93,107,59,253,160,828,372,2352,2714,1284,1621,331,285,130
Curaçao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,128
Serbia,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,114
Kuwait,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,112
Sweden,1,3,0,6,93,30,665,841,80,25,12,136,2,27,356,169,207,104
Tunisia,137,3,132,238,467,177,224,278,206,152,151,32,178,45,0,100,0,103
Viet Nam,1,0,0,0,7,40,154,179,381,369,273,85,135,111,93,66,194,77
Saudi Arabia,0,0,0,0,197,611,163,412,163,20,48,293,395,1197,1138,324,397,74
Norway,0,20,0,144,20,86,37,98,106,93,11,49,67,23,29,16,130,58
"Korea, Republic of",6,2,2,31,721,1573,136,850,898,1109,268,695,443,426,152,55,3,41
Algeria,0,0,0,0,0,0,0,22,0,0,0,48,0,0,0,0,0,40
Denmark,0,0,2,41,100,43,14,85,78,31,12,115,73,0,4,72,37,40
Pakistan,0,0,0,56,0,1,0,0,0,0,1,0,0,1,65,0,2,36
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,35
Japan,12,0,108,44,216,78,279,502,283,27,33,23,19,12,7,5,28,28
Singapore,56,0,9,242,372,189,85,139,142,253,106,31,19,136,184,13,30,28
Argentina,0,0,0,23,1,0,1,0,19,0,0,0,0,0,0,0,35,19
Indonesia,0,0,0,1,22,2,11,0,3,6,2,0,1,26,0,99,14,13
Congo,6,12,1,25,635,173,251,143,173,93,5,3,12,22,65,52,61,12
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,74,10
"Congo, Democratic Republic of the",0,112,0,64,8,21,1,1,1,19,5,2,4,2,2,6,4,7
Guinea,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,5
"Hong Kong, China",0,1,2,27,2,0,59,214,181,293,108,206,336,116,40,7,19,5
Romania,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
Israel,0,0,2,80,199,110,90,144,116,137,59,4,30,46,23,13,7,3
Mauritania,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,5,0,3
Gibraltar,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Austria,0,43,0,0,7,0,21,107,5,0,0,75,160,69,14,10,0,2
Bosnia and Herzegovina,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,6,0,2
Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sri Lanka,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,0,1,166,70,0,0,0,1
Mexico,0,0,0,0,1,0,0,0,0,8,16,0,414,0,0,3,0,1
Poland,0,0,0,32,510,0,0,2,0,15,1,103,40,111,94,57,5,1
American Samoa,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
British Virgin Islands,0,0,0,0,0,0,0,0,0,36,48,13,0,0,0,0,0,0
Cocos (Keeling) Islands,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,7,141,308,2,0,0,21,0,0,0,1,0,0,2,0
"Korea, Democratic People's Republic of",0,0,0,0,0,10,0,0,0,58,0,0,0,0,0,0,0,0
United States Minor Outlying Islands,0,0,1,198,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Afghanistan,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0
Andorra,0,0,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,1,30,0,0,0,2,0,0,10,0,0,0,0,0,0
Azerbaijan,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,4,0,1,0,2,60,0,73,0,0,0,0,0,0,0
Bahamas,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,0,0,0,0,0,0,0,31,193,57,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,2,14,0,0,0,34,0,79,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Belarus,0,0,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Cameroon,0,0,0,58,0,5,0,3,2,0,45,1,0,0,0,30,0,0
Canada,0,0,0,18,65,87,10,62,84,120,0,8,2,11,54,68,0,0
Cabo Verde,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,0,2461,0,0,0,0,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cyprus,0,0,0,0,104,0,0,0,0,0,0,0,9,2,70,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Finland,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Ghana,92,0,0,2,4,8,4,2,1,19,0,0,0,0,0,3,34,0
Grenada,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Guyana,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,43,267,88,569,603,581,726,357,1291,0,19,1,75,0,13,4,0
Jordan,0,0,0,0,0,47,0,0,0,4,1,0,0,158,159,0,0,0
Kenya,0,0,0,1,0,0,0,0,0,0,0,0,2,188,0,0,0,0
Kyrgyzstan,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,0,0,0,0,0,1,0,1,148,3,2,1,0,0,0,0,0,0
Liberia,0,0,0,31,124,0,0,0,0,0,0,68,0,69,2,222,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Luxembourg,0,0,0,7,0,132,5,0,4,2,0,107,0,0,0,0,0,0
"Macao, China",0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
Malta,0,0,7,7,7,0,0,0,188,95,316,0,0,0,0,0,0,0
Mauritius,0,0,0,12,0,0,0,0,0,1,0,12,0,0,0,0,0,0
"Taipei, Chinese",0,11,2,37,55,27,3,0,23,22,1,0,0,10,16,0,0,0
Mozambique,0,0,0,0,1,0,0,4,2,0,0,0,31,0,11,0,0,0
Oman,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,69,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Panama,0,0,6,42,5,0,0,0,0,0,0,0,5,0,0,4,0,0
Paraguay,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Peru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,742,0,7,0,3,16,2,3,0,0,0,1,0,0
Timor-Leste,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,1,14,2,10,0,0,0,2,0,48,0,3,0,0,2,0
Saint Vincent and the Grenadines,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
Slovakia,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,0,0,0,116,0,0,0,0,33,312,0,0,103,191,0,0,0,0
Zimbabwe,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,19,469,0,0,0,2645,0,0,0,6,0,410,0,0,0
Syrian Arab Republic,0,0,0,0,5,4,1,43,27,96,0,0,0,0,0,0,0,0
Thailand,0,0,0,9,73,322,115,109,40,95,63,35,0,8,0,18,27,0
Togo,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0
Uruguay,15,0,0,12,0,16,0,2,0,0,0,0,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0
Samoa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HHI,0.509428462,0.464567796,0.429572584,0.376896785,0.305127236,0.297501587,0.340003376,0.447294827,0.359003813,0.3822271,0.380580333,0.27591742,0.292911981,0.276874921,0.219587052,0.265344708,0.260587767,0.239608418
