Importers,Exported value in 2003,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,106,0,8,1,1,0,0,0,0,0,0,0,82,89,0,0,0,1
Cameroon,0,0,7,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1
China,24,0,0,0,0,0,0,0,0,0,0,0,58,87,0,0,0,0
"Congo, Democratic Republic of the",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,61,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
Nigeria,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.288280001,0,0.603553391,1,1,0,0,0,0,0,0,0,0.424083722,0.924157867,0,0,0,1
