Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,39647,40707,48171,48245,55580,54200,68601,73690,84565,82113,59078,75619,83288,76223,93752,131502,122883,113659,110415,114512
China,381,337,850,1882,2572,4832,3436,7008,13269,9795,9667,10757,11893,12130,22749,34515,32075,39553,38180,41686
Viet Nam,279,159,101,123,75,166,2463,2421,8037,2770,2694,8213,2944,4289,4132,6612,13505,17493,24635,26066
"Korea, Republic of",25483,26044,28573,29267,30019,28201,35437,37957,39908,41329,25045,20439,33816,31282,31804,37485,33045,26312,17563,13076
Japan,1455,640,872,1277,1637,2689,3218,4750,6390,7567,5792,6197,6080,7390,9152,11020,11025,8470,8378,11915
Malaysia,50,45,180,559,1525,1109,3940,2712,3092,4068,4316,5611,7683,6988,8315,8615,7838,5952,4460,7209
Thailand,86,173,138,35,567,361,608,441,187,356,430,1181,3440,2285,4591,16978,12852,6034,4208,6327
"Taipei, Chinese",6681,7520,9783,9267,10814,8606,9429,6178,2402,2486,1612,4238,3608,4650,4846,6314,5320,4226,5060,3012
Philippines,103,28,1,35,15,78,50,43,35,345,596,692,658,698,960,1035,1152,803,1659,1127
United States of America,1748,1659,1773,1147,1756,1703,2323,4323,4134,4491,3777,2298,3063,2534,2580,2744,2063,1199,1310,1046
"Hong Kong, China",2786,3160,4267,2316,1911,1507,2151,3056,1897,1461,1007,2289,1500,718,1402,2496,1331,669,1424,929
India,54,126,170,147,131,155,113,261,444,3031,591,10229,1650,188,193,307,200,558,1076,525
Pakistan,0,3,0,0,13,0,79,330,193,306,261,416,3998,397,474,817,655,590,483,464
United Kingdom,0,2,41,0,0,1,101,0,0,0,9,26,5,1,23,2,3,20,5,297
Canada,48,112,467,754,1047,898,1185,1432,1763,1884,1662,926,1606,1188,962,932,690,314,230,246
Denmark,1,0,0,0,0,1,0,0,0,0,2,7,2,0,8,20,11,0,5,115
Singapore,144,466,626,1351,3334,3730,3948,2672,2673,1837,1283,1612,1012,1163,925,551,307,908,965,91
Dominica,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,18,0,74
France,42,2,119,0,4,11,0,1,18,81,76,163,31,114,180,156,170,180,198,71
Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,74,18,0,56,65
Bangladesh,0,164,0,0,0,0,0,0,0,0,0,0,0,19,48,39,40,14,14,61
Belgium,217,0,0,0,9,0,11,11,0,2,0,1,12,13,44,11,2,59,40,37
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46,9,38,20
Spain,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,9,0,0,15
South Africa,0,0,0,0,0,12,10,19,0,0,0,6,0,0,0,5,0,19,0,11
Italy,20,2,0,0,0,15,1,0,0,10,4,9,2,4,1,1,17,19,19,7
Germany,1,12,1,0,1,1,2,8,21,4,6,2,3,3,23,40,12,3,15,5
Australia,2,0,12,22,9,2,0,2,9,138,6,104,78,4,20,62,22,2,23,3
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3
Indonesia,35,2,16,0,1,9,1,0,0,29,61,24,29,6,27,111,225,89,162,3
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,89,15,46,216,0,0,75,2
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,0
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
