Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,20985,15196,25604,18481,19829,22698,15566,24385,31154,32512,25030,38712,38551,36313,31071,26377,27023,25779,20714,28247
China,9598,6547,9096,3644,6710,9007,4615,7873,8811,8440,6782,8508,11930,11726,11859,11441,12449,11411,8850,14803
India,2415,2585,4234,4494,3020,3491,5078,6729,9077,10616,8327,9877,8074,7364,6604,5514,4962,3435,4846,5862
Indonesia,3376,4107,9189,6077,6037,8528,5447,6135,6502,8337,5689,8684,11668,10957,7756,6335,5603,6084,4972,4371
Japan,13,1,1,0,1,0,0,0,0,0,5,7,0,1,33,0,1213,979,1220,1440
Türkiye,5,19,80,57,7,0,21,51,607,480,575,167,254,506,639,450,677,345,624,1039
Philippines,0,0,27,124,68,36,0,0,0,0,0,0,0,0,0,0,0,0,0,481
"Taipei, Chinese",153,289,77,276,0,0,0,0,3,12,27,1,1,93,5,0,83,332,1,65
Italy,132,72,37,81,98,241,1,1,4,15,32,10,24,17,3,4,52,8,0,52
Malaysia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,50
"Korea, Republic of",317,617,1025,341,927,1140,104,897,1489,582,992,138,0,90,29,3,1,118,68,38
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,41,0,33,2,12
United Arab Emirates,14,12,103,245,21,17,6,7,4,1,0,65,8,13,1,1,34,18,0,9
Switzerland,271,1,249,116,1,38,0,1,0,0,112,178,79,39,5,0,0,0,0,5
United Kingdom,3398,605,994,2289,2554,11,0,327,0,0,0,0,0,7,0,3,1,0,0,2
Saudi Arabia,76,54,20,42,3,0,1,0,0,0,0,0,0,0,12,1,2,1,0,0
Viet Nam,0,9,0,0,0,0,0,0,0,0,120,0,5,80,62,48,3,0,0,0
United States of America,0,2,27,0,0,0,2,1,0,2,19,3603,3479,2312,2818,0,6,0,0,0
