Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,35,7,214,685,1176,5715,6137,6189,5414,8802,11741,11261,14000,16973,22214,29159,38266,43548,68656,71980
Thailand,1,0,0,0,0,0,0,0,89,0,728,173,850,1085,140,2735,17404,22570,27695,29707
China,0,0,0,0,0,0,0,10,547,746,3448,679,36,96,299,82,125,7425,22872,19424
"Korea, Republic of",0,0,0,184,209,1884,1858,3161,4065,6738,6755,6708,5674,9403,16582,16895,11936,4370,8922,12651
United States of America,0,6,0,0,0,0,0,0,0,2,0,0,1270,1341,1742,8365,6751,6624,6800,7218
Viet Nam,2,1,100,65,967,2419,3090,1232,0,100,25,406,374,4305,3191,48,459,504,1559,2360
Australia,11,0,0,0,0,0,0,0,0,0,0,0,0,72,105,40,10,77,88,147
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,54,4,2,0,13,3,0,3,132
Indonesia,0,0,0,0,0,0,0,0,0,0,523,634,2408,222,0,0,0,143,104,114
Singapore,0,0,0,0,0,0,608,771,456,1079,14,0,1772,258,21,0,40,350,60,103
Malaysia,2,0,0,436,0,16,141,920,234,6,0,0,0,0,0,0,41,0,0,42
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,29
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,30,30,41,20
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,35,20,8,19
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,152,281,230,15
"Korea, Democratic People's Republic of",0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Bangladesh,0,0,0,0,0,611,281,0,0,115,243,114,102,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,256,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,961,1095,0,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Japan,0,0,114,0,0,0,0,0,0,6,0,409,390,2,59,0,0,33,0,0
Lao People's Democratic Republic,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,4,0,1224,260,1,0,0,0,4,0,0
Nepal,0,0,0,0,0,0,159,95,22,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,16,0
Norway,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,210,279,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,764,858,174,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0
HHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.336272688,0.552622199,0.00516072,0.28390173,0.458046014,0.31698128,0.321624508,0.293066146,0.63442945,0.690820647,0.476171492,0.452166242,0.286092763,0.471622654,0.668735633,0.527495245,0.450178882,0.440240078,0.398114859,0.364067606
