Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,640,174,646,178,218,195,488,1569,492,596,2542,1933,2473,970,1865,2299,2123,3709,4105,4049
China,66,153,14,15,52,29,239,1433,348,448,2088,1560,1127,648,704,2,879,1819,2495,2014
Kenya,0,0,107,0,0,22,44,0,2,0,0,19,140,85,331,621,534,961,1097,1331
France,108,14,24,94,56,69,121,80,66,99,142,153,188,165,107,241,194,235,153,326
United Arab Emirates,0,0,0,0,0,3,0,0,0,0,0,0,858,9,603,1325,205,112,64,318
Sri Lanka,0,0,0,0,0,0,0,23,0,0,42,75,114,0,33,0,81,104,24,32
Netherlands,0,0,0,0,0,13,8,28,24,24,42,38,13,12,10,27,23,20,15,17
Lebanon,0,0,0,0,0,0,0,0,0,1,5,0,3,18,2,7,10,0,0,7
Belgium,0,0,0,0,0,0,0,0,11,5,8,1,5,0,0,0,1,0,3,3
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,3,1
Central African Republic,14,0,0,4,11,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0
Nigeria,274,0,0,0,0,0,54,0,36,0,1,0,0,0,0,0,0,400,0,0
Togo,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,3,65,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,4,0,0,2,0,16,5,0,9,6,0,3,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0
Morocco,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,161,48,243,0
Portugal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,6,0
Senegal,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,1,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Türkiye,124,0,0,0,0,0,0,0,0,0,1,0,0,0,73,0,0,0,0,0
Uganda,0,0,251,0,0,0,0,0,0,0,29,0,0,0,0,60,0,0,0,0
United Kingdom,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,3,3,189,0,1,36,0,0,0,1,159,73,22,29,0,0,23,0,2,0
HHI,0.251728962,0.766902593,0.233781164,0.295890974,0.178849793,0.178712669,0.332434568,0.846305491,0.559034335,0.656771206,0.75937499,0.719558167,0.389380422,0.529704972,0.298947811,0.492805766,0.310798548,0.384756721,0.524466424,0.410200622
