Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1267,137,2750,3186,756,278,3375,958,433,1066,1906,3312,3019,2037,2920,4157,2549,1470,1425,2261
Mali,108,6,78,47,8,2,105,118,41,258,579,189,378,93,347,729,155,385,466,756
Côte d'Ivoire,19,35,124,9,261,1,17,34,3,95,92,752,890,177,1367,914,352,125,175,271
Switzerland,0,0,0,2547,0,0,0,0,0,0,499,94,270,99,106,0,336,100,93,243
Benin,3,3,40,0,44,2,69,0,12,38,160,51,1,8,34,593,10,31,18,142
Togo,939,13,2204,19,1,22,7,132,7,4,0,19,2,28,9,18,50,283,133,130
Sweden,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22,31,1,5,128
Niger,23,3,207,234,277,145,321,318,107,203,48,987,390,205,55,177,67,332,27,100
Liberia,0,0,0,0,0,0,571,44,21,2,0,0,0,0,0,210,0,0,7,97
Senegal,0,0,0,0,0,2,15,6,20,11,0,6,0,0,126,35,4,38,30,96
Ghana,165,18,18,48,92,44,206,260,61,130,40,240,186,662,112,190,61,41,235,87
Belgium,0,0,7,3,0,0,47,1,0,234,14,0,0,0,21,5,18,8,57,75
France,1,53,46,120,28,61,6,34,7,71,425,791,659,689,736,1017,564,72,9,73
Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Guinea,0,0,0,0,0,0,0,1,102,0,0,1,0,2,0,228,4,0,116,13
United Kingdom,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
United States of America,0,0,0,0,0,0,0,3,0,17,16,37,44,16,4,0,46,0,0,7
Congo,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,0,0,12,0,0,0,0,0,1,2,0,0,170,0,3,1,323,7,0,1
Gabon,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,8,0
Germany,0,0,0,42,1,0,0,0,0,0,7,3,0,1,0,0,0,2,0,0
Morocco,0,0,0,0,0,0,25,0,0,0,0,0,0,7,0,0,0,1,1,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0
Equatorial Guinea,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0
Afghanistan,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0
Brunei Darussalam,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
Cameroon,9,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
