Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,61435,63137,82664,76302,87090,89173,102916,134823,143721,156664,190238,216775,229680,249226,250952,219560,266151,240494,256724,202253
China,5993,5140,10302,8362,12759,15190,16020,39677,34969,35018,48184,63856,78169,81619,80509,65836,72524,80702,91624,73794
United States of America,9426,5248,4208,4304,6745,8854,14610,19559,15838,17394,22144,30543,30043,35173,52053,40438,49481,32640,31016,23512
Germany,5197,7408,8224,7295,10493,8198,10964,8009,15720,16800,23699,27409,19988,22175,27371,26676,33853,33618,13356,19116
India,1997,2369,4856,9368,5354,9302,17532,8881,8447,14672,15024,14737,15692,18733,12755,12172,20123,9336,17238,18460
Mexico,0,10,7,0,0,1,9,6,28,54,456,55,421,37,141,246,513,185,401,8477
United Kingdom,9381,11404,4779,9557,10864,8763,7521,5820,8741,8396,8224,14844,16949,15276,6594,6629,10791,5420,6243,5709
Italy,4776,3943,12101,4755,7585,5147,6563,7340,13806,12014,10385,10809,7029,10339,9734,10150,8572,10832,6347,5039
Türkiye,121,62,71,80,151,200,279,1597,311,9650,2147,919,1465,1171,2502,4064,1636,1897,4478,4913
France,1087,1226,1691,903,3746,1122,1633,3720,5851,3930,8469,4560,5517,11277,12033,5370,4302,2157,3620,4493
Canada,324,66,257,1013,155,414,1481,704,1199,1101,2336,2009,685,3917,2511,387,3655,1450,1725,4448
"Korea, Republic of",1799,1911,8329,759,1213,656,917,874,3736,3461,2040,2437,2844,2545,1896,3488,6509,15428,35913,3717
Japan,5712,4345,4441,2177,8730,5356,5853,8225,5163,7114,10511,5969,7056,4753,6506,4611,9226,8428,7733,3707
Netherlands,2158,4102,2470,3584,1262,741,897,3463,2942,2886,5575,2668,2970,3741,3208,5357,4195,8812,5003,3344
Denmark,1795,2512,2822,4151,4141,1371,643,1174,1600,1455,1094,4227,3773,1508,2731,3692,1507,1923,3845,3177
Switzerland,1122,2103,2113,2893,2349,1917,1517,2901,6471,4634,3276,4414,3869,5296,3088,2163,3942,3221,6287,3135
Israel,46,157,575,92,392,243,140,276,238,316,363,1405,739,574,163,1527,1273,326,466,1915
Egypt,19,41,56,51,2025,10902,1833,10014,811,60,1968,1269,9954,9834,8044,8616,6042,3115,619,1741
United Arab Emirates,522,1541,3532,6630,105,1088,1590,1069,447,588,474,428,843,873,602,700,3851,671,1297,1704
"Taipei, Chinese",206,730,166,356,430,251,363,776,772,1632,1955,936,913,913,1525,1892,1005,1688,1743,1329
Pakistan,187,154,371,230,372,210,1024,340,1016,506,400,571,469,612,872,1790,1950,1529,2601,1204
Kenya,68,159,521,296,399,49,198,106,356,292,110,129,348,714,175,605,1158,972,691,1070
Spain,3067,2523,1481,547,647,984,1659,1341,628,2399,4124,1980,1606,1415,1413,824,3142,1320,1370,975
Singapore,245,336,574,925,87,7,818,23,128,408,288,214,556,771,1028,1295,3329,1740,1021,720
Finland,996,75,175,24,160,308,42,188,47,656,41,79,211,990,234,84,197,30,2113,717
South Africa,444,1139,2221,1046,341,314,1100,541,2633,1105,816,702,690,839,499,381,493,1174,713,704
Belgium,361,400,1458,1263,606,1573,1439,1000,1280,1084,1124,823,634,1329,726,885,1656,2747,534,579
