Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,4,3,0,0,7,7,14,36,4,9,22,31,99,34,105,70,149,66
China,0,0,0,0,3,0,0,5,0,1,2,0,72,2,62,56,128,57
Australia,0,0,0,0,1,0,0,2,0,0,1,18,1,0,33,2,2,6
"Hong Kong, China",0,2,0,0,1,0,0,0,0,0,3,1,0,0,1,8,12,2
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fiji,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,0,6,0
Indonesia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
Singapore,4,1,0,0,2,7,14,23,3,8,8,1,0,11,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0
HHI,1,0.130590976,0,0,0.10656667,1,1,0.396994335,0.284959256,0.769716957,0.170843251,0.364024162,0.536990094,0.289548994,0.346600658,0.621286967,0.727741521,0.738929301
