Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,1776,1683,1488,2004,2498,3742,3599,4901,2551,5322,8560,7078,6962,8367,6149,6336,7272,8062
New Zealand,997,999,771,910,1019,1682,2188,2791,1570,2659,5391,4484,4013,4883,3103,3288,3626,4153
Thailand,0,0,0,1,0,1,0,0,158,1082,930,309,445,1240,1217,1243,2001,1773
Australia,661,417,331,455,612,825,840,829,396,704,1141,843,1161,670,686,680,543,855
Indonesia,11,37,18,57,79,142,196,325,159,332,465,592,675,941,763,739,634,525
Malaysia,1,18,31,24,42,59,55,314,142,401,332,291,160,145,28,49,81,157
Brazil,0,0,0,0,1,0,0,0,0,0,0,0,89,0,92,78,0,111
Singapore,11,14,21,32,38,30,18,9,4,73,144,338,18,137,16,0,122,108
China,1,3,2,6,7,6,11,14,5,19,28,60,267,213,93,141,73,105
Fiji,69,112,124,118,109,251,251,278,8,15,2,27,10,5,2,26,20,96
"Hong Kong, China",0,0,2,5,4,2,3,13,106,13,88,87,25,36,29,43,23,67
Philippines,0,0,0,0,1,3,10,4,2,2,3,27,23,16,7,2,19,62
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,28
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,12
India,0,0,0,0,1,0,0,285,0,13,0,18,64,1,0,0,0,7
United States of America,0,0,0,0,0,0,0,1,1,1,4,1,5,6,12,41,5,3
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Georgia,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,44,10,11,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Netherlands,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
Papua New Guinea,25,82,189,354,562,700,28,1,1,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,38,0,0,31,0,2,14,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
United Kingdom,0,1,0,0,0,11,0,0,0,0,0,0,0,56,33,0,0,0
HHI,0.497047615,0.473503999,0.376977312,0.344775644,0.358070096,0.380301131,0.499028983,0.455764176,0.508117302,0.396851946,0.524752682,0.514590949,0.478364044,0.486104514,0.423565898,0.415600724,0.428926599,0.426827191
