Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,43234,53769,32945,35807,42674,63719,56358,70374,64742,56277,116160,96376,96559,62071,119346,120126,88961,127834,185211,142315
China,5046,1460,2328,1561,4260,4732,7442,9889,6636,7595,11487,12635,30768,18884,60472,34917,23875,29875,36984,40422
France,20930,23521,15669,14244,19110,26699,17063,20369,24914,18379,28528,20797,17859,14396,11864,15737,15336,38146,69219,26116
United Arab Emirates,151,80,152,204,216,391,261,1219,882,304,732,2161,1580,740,2113,1510,651,1782,1954,17568
Morocco,381,1696,592,345,254,578,470,2214,743,1287,881,1804,1720,718,2311,2064,5012,9089,6616,7357
Germany,276,1539,182,438,254,569,343,798,754,341,4793,841,2136,907,1650,6753,3567,2350,10989,5906
Spain,126,2069,95,19,222,31,89,307,1418,240,87,1027,831,1030,1088,684,328,3002,2487,4199
India,18,46,126,214,291,309,237,407,2221,500,751,1300,1567,2268,5434,1281,4209,1823,1934,3816
"Hong Kong, China",282,107,673,124,191,611,5383,139,222,143,766,708,1576,1552,2112,1148,2013,4358,4427,3529
Belgium,6453,6602,2793,3955,287,363,470,11417,1288,1249,8218,7801,10556,4911,3969,8791,2961,6024,18359,3384
Türkiye,180,106,136,15,118,408,129,102,42,178,396,254,303,1361,361,1896,852,501,5373,3260
Denmark,41,115,160,8,127,148,67,28,35,16,72,15,30,178,48,24527,2632,606,293,2731
Netherlands,214,155,20,22,180,111,123,6250,905,228,2625,1780,2417,1050,5151,1151,2543,1436,1434,2712
Senegal,362,601,518,493,1811,775,675,854,415,646,800,2073,1337,699,581,1082,1328,2708,3745,2424
Italy,237,203,294,446,444,1117,483,724,1534,675,3131,2519,2045,1338,1740,1514,1031,1804,2165,2334
Lebanon,3,60,1245,500,1938,1345,1507,1617,1027,328,1368,1387,431,512,174,273,1293,1747,1939,1853
Sweden,1382,1453,915,8705,3060,17005,14016,5827,10800,13196,30197,20499,4827,4684,4540,6705,9204,5258,3014,1612
United Kingdom,1775,461,221,468,2235,351,978,481,698,416,923,2135,318,285,368,1083,1139,1166,1693,1583
Nigeria,446,1536,454,503,960,2186,578,1124,1967,2035,3104,3231,2705,2547,2234,2206,2047,1537,1436,1543
Tunisia,208,32,10,57,75,74,233,327,213,167,295,76,182,194,93,476,946,1399,1199,1519
Togo,110,503,571,361,1286,138,86,220,734,823,1078,1422,763,793,1028,1445,1051,1629,1560,1399
Lithuania,0,0,0,0,0,0,0,0,0,0,15,0,16,38,5,0,0,55,110,1156
Canada,514,530,329,262,87,105,11,17,395,15,77,39,10,48,26,65,1,78,769,873
Switzerland,157,39,29,43,941,63,17,75,272,254,586,207,135,14,16,80,10,132,466,677
Côte d'Ivoire,1185,1290,1331,745,238,601,1608,1341,658,225,186,372,176,132,203,74,205,586,611,661
United States of America,426,6224,1031,890,761,72,1527,311,807,212,5614,3819,9179,608,2733,718,2081,4296,1534,620
"Taipei, Chinese",15,22,53,1,0,35,20,3,41,194,123,147,262,204,448,19,36,103,52,573
Mauritius,0,0,2,0,0,5,42,0,0,0,0,198,54,0,92,371,4,332,417,442
South Africa,279,43,71,22,879,923,707,285,191,92,255,467,328,500,3125,106,225,492,517,333
Ghana,93,748,230,4,24,45,27,102,156,207,193,25,83,45,51,17,241,505,338,267
Singapore,470,545,623,625,403,710,710,597,397,4295,1205,1221,324,186,94,125,75,74,175,240
Romania,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,0,2,0,118,154
Mexico,250,1,0,0,0,0,0,0,0,0,0,0,0,0,17,370,167,147,382,132
Poland,19,0,0,0,0,25,0,0,0,0,13,25,0,6,20,55,37,45,121,129
Portugal,67,62,215,22,12,5,1,1,22,45,177,2442,86,38,29,100,29,2815,419,104
Egypt,0,0,7,6,5,17,29,17,12,30,55,31,156,165,141,119,174,56,41,87
Slovakia,0,0,5,0,0,0,0,3,0,19,8,2,14,0,0,0,0,67,0,79
Indonesia,58,87,88,94,13,25,9,60,393,83,5,0,9,20,13,4,4,2,447,72
Niger,33,0,0,0,2,46,1,0,9,4,17,1,29,44,15,3,40,57,62,56
Greece,0,15,1,0,0,0,0,1,0,0,0,43,0,0,0,1,0,14,14,40
Burkina Faso,0,0,86,130,0,132,2,23,14,3,24,172,24,87,76,92,96,194,168,38
Israel,662,27,9,0,102,5,129,0,2583,1,40,59,127,6,0,16,8,2,235,30
Kenya,0,0,0,100,129,0,18,3,0,0,0,1,1,2,1,5,0,55,9,30
Austria,0,83,0,0,1,0,162,1,89,182,217,235,124,96,23,4,24,7,55,27
Brazil,0,2,0,0,0,0,0,29,86,334,4608,322,235,29,0,15,57,406,80,27
Cameroon,0,16,0,0,4,0,178,0,1,0,0,2,12,4,2,1,5,24,189,22
"Congo, Democratic Republic of the",0,0,0,0,15,0,0,0,0,0,0,0,1,0,7,8,0,0,22,22
Uganda,0,0,0,0,0,0,0,9,0,0,39,0,0,0,1,0,0,1,0,22
Australia,0,1,40,0,3,2,161,33,1,1,458,4,1,11,1029,1147,7,63,63,20
Pakistan,0,0,0,0,0,0,0,0,274,58,36,0,0,0,62,0,1,80,0,20
Czech Republic,0,1,0,1,1,0,0,0,7,0,109,13,74,33,7,2,0,24,8,13
Finland,2,15,10,1,2,0,6,15,87,24,254,9,16,1,2444,681,2410,270,81,13
Mali,19,7,0,0,0,0,0,0,0,2,57,1,0,0,0,256,185,0,1,13
Ethiopia,0,2,0,0,0,0,0,0,0,0,0,4,0,2,7,0,2,5,1,10
Congo,0,17,0,5,0,2,1,2,0,0,0,1,26,18,0,67,43,17,1,8
Guinea,0,0,0,0,0,0,0,148,168,89,0,0,28,0,31,0,124,19,37,5
"Korea, Republic of",51,0,3,1,2,3,69,7,0,25,29,54,58,75,102,14,307,286,72,5
