Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,3,7,0,0,0,0,70,2070,1,5,417,83,3873,0,0,2,3,20,140,93
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,90
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Singapore,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,3873,0,0,0,0,0,0,0
"Hong Kong, China",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Maldives,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,3,4,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Thailand,0,0,0,0,0,0,68,824,1,1,412,0,0,0,0,0,0,0,0,0
HHI,1,0.212372541,0,0,0,0,0.903885274,0.434468321,1,0.401219067,0.959221166,0.762790827,1,0,0,1,1,0.401219067,0.975700483,0.935842261
