Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,4188,5814,4407,2668,4106,4052,3691,2522,2623,705,1491,3202,2893,3666,3481,3366,2963,1157,470,1125
Portugal,1378,3258,2874,2661,4098,4052,3679,2520,2520,680,1491,3202,2886,3666,3481,3366,2963,1157,470,1125
Angola,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,129,22,4,0,0,0,4,1,101,0,0,0,0,0,0,0,0,0,0,0
Ireland,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,4,7,7,0,1,1,0,5,0,0,7,0,0,0,0,0,0,0
Switzerland,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States of America,2546,2534,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.48025759,0.313670998,0.55715904,0.99105395,0.993352826,1,0.993502557,0.998124063,0.908916045,0.936316427,1,1,0.991748873,1,1,1,1,1,1,1
