Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,190,0,432,345,234,539,383,514,162,320,721,764,2506,1387,2753,3022,2888,3964
Cameroon,15,0,0,0,62,120,0,97,47,1,35,42,1142,51,1883,2109,1998,3229
United Arab Emirates,0,0,9,0,0,7,0,14,14,113,155,64,215,172,0,0,33,256
Spain,0,0,0,0,0,0,45,0,0,0,64,20,182,518,0,20,282,141
Belgium,1,0,0,22,0,0,0,7,23,0,32,17,218,212,67,324,234,74
France,49,0,121,110,54,159,107,14,9,76,144,84,140,136,631,217,59,55
India,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,13,48
Cyprus,0,0,0,0,0,0,0,0,0,0,42,14,111,0,0,0,0,35
China,0,0,45,0,21,118,13,162,55,90,186,224,85,120,21,83,61,29
Germany,0,0,0,0,0,0,63,0,3,0,0,0,10,0,0,0,0,22
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,23,17
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Egypt,0,0,0,1,0,19,0,0,0,0,0,18,35,1,36,0,0,14
Lebanon,7,0,34,31,10,14,0,39,0,13,10,8,43,16,3,14,78,13
Netherlands,26,0,0,0,0,0,0,0,0,0,0,0,85,9,0,0,8,13
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
Argentina,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Congo,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,39,120,0,0,0,0,0,0
"Hong Kong, China",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,67,0,201,128,85,95,0,152,0,14,13,125,220,118,36,254,69,0
Japan,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,26,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,2,0,2,8,0,7,12,1,0,0,12,0,0,0,0,0
Nigeria,0,0,6,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Portugal,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Saudi Arabia,0,0,12,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0
South Africa,0,0,0,0,0,0,0,11,0,0,0,0,0,0,47,0,0,0
Sweden,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,12,0,0,7,11,0,0,0,0
United Kingdom,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
HHI,0.168639545,0,0.339796981,0.241852056,0.180619396,0.175153712,0.138234418,0.255982663,0.173319578,0.249700104,0.143523811,0.174210558,0.30869628,0.261236811,0.60959774,0.542219789,0.602433114,0.755285794
