Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,1,10,0,7,120,35,39,63,96,2,117,176,47,105,96,5,11,37,51,314
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,211
"Tanzania, United Republic of",0,0,0,0,0,0,0,0,0,0,1,0,0,8,6,2,8,16,2,55
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Belgium,0,8,0,0,37,29,39,63,71,2,103,142,1,51,0,0,0,0,19,16
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"Congo, Democratic Republic of the",0,0,0,7,78,0,0,0,0,0,0,6,0,6,0,2,3,8,0,0
France,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Oman,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,4,0,0,22,0,13,27,0,40,90,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Togo,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Uganda,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HHI,1,0.338413412,0,1,0.339000132,0.61411052,1,1,0.54924937,1,0.733507946,0.644000488,0.211641102,0.249181138,0.793716712,0.053589838,0.237700389,0.136421408,0.411568928,0.497819526
