Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,301,312,298,413,810,570,961,1048,591,1215,1603,1195,1674,1563,2078,1930,2130,9
United States of America,0,0,0,0,0,0,0,0,0,0,0,42,0,36,23,69,102,4
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,331,3,619,175,18,10,401,3
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,8,99,0
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,25,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,83,288,275,421,185,47,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
Portugal,201,251,222,125,421,311,668,772,528,1137,641,464,294,451,1599,1166,801,0
Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgium,0,0,0,0,0,0,0,0,0,0,31,86,171,0,0,0,82,0
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Germany,0,0,0,105,0,0,0,0,0,0,0,0,107,35,0,0,32,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
Japan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,0,34,0,0,28,25,151,266,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0
Spain,99,60,74,183,359,259,293,230,63,78,476,211,86,221,95,442,283,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HHI,0.127254739,0.409862985,0.49194514,0.038881196,0.252659334,0.010025404,0.17729654,0.45542881,0.657684592,0.788325282,0.313634863,0.295835657,0.218055837,0.231123927,0.674776795,0.47863537,0.260158902,0.049689789
