Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,63,258,203,211,401,647,283,867,2790,7957,16338,37005,95839,149748,277455,571569,1104101,1008780,1581488,1860516
United States of America,27,190,126,143,200,406,132,416,1930,2613,5760,19997,35778,53406,157218,346391,807333,773970,1263924,1441259
Netherlands,0,0,0,4,12,17,9,3,1,14,0,12,401,2961,9563,28222,40789,44817,61740,91619
Canada,0,0,0,1,1,0,1,19,13,127,270,1062,2699,3300,2720,7882,21261,21292,40362,63062
Japan,2,6,0,0,1,1,0,1,1,2440,7729,8029,23526,31285,34103,49463,59210,48801,54681,53096
China,0,0,3,3,0,0,0,0,2,90,349,434,1835,3266,3557,15529,28557,24856,41372,40721
"Hong Kong, China",7,2,0,0,0,0,0,3,0,0,18,358,1099,2734,2932,11296,22728,20914,39869,39150
Mexico,0,0,0,0,0,0,0,0,7,9,0,133,693,1204,1443,2275,2245,2359,4177,21845
Germany,0,1,0,0,4,29,4,0,36,23,94,766,1373,3182,3919,8796,13536,11431,15540,17170
Italy,0,9,0,4,3,4,10,108,122,46,62,714,1840,2765,3229,3433,5137,4485,6662,16125
Belgium,0,0,0,0,0,0,0,0,10,7,21,558,3919,9440,14833,21941,27662,13609,9924,13342
United Kingdom,0,0,0,0,11,18,1,0,7,229,341,2002,3757,4124,5730,5358,9141,5054,8682,10263
Australia,8,31,26,16,57,42,32,0,6,10,4,196,709,863,290,843,1304,1497,4869,6721
France,0,1,19,5,72,91,54,81,205,331,483,248,1066,1746,2707,6411,6867,1959,2008,6079
Spain,0,0,0,0,0,0,0,0,241,53,84,7,4036,6798,10154,23845,21317,7945,2702,5247
"Korea, Republic of",0,0,0,0,0,0,0,164,46,148,812,746,4931,5201,3495,5869,5505,2998,3809,4189
Panama,0,0,0,0,0,0,0,0,0,0,0,0,974,673,504,772,383,449,1462,3375
Malaysia,0,0,0,0,0,0,0,0,0,0,0,17,57,96,227,408,816,861,1428,2991
Brazil,0,0,0,0,0,0,0,0,0,0,0,66,424,1426,1779,2054,2625,1414,1301,2799
United Arab Emirates,0,0,0,0,0,0,0,0,0,8,55,13,379,800,758,1130,1480,1217,924,2759
Singapore,2,8,5,20,27,4,0,2,135,559,105,92,311,363,522,811,926,1243,1353,2614
"Taipei, Chinese",0,1,0,0,0,1,0,0,0,1077,0,108,256,435,504,922,1896,2355,2442,2510
Thailand,0,0,0,0,0,0,0,2,0,10,50,71,941,2329,2321,2242,2611,1636,2104,2093
Czech Republic,0,0,0,0,0,0,0,0,0,17,0,0,0,3141,755,2275,3522,2078,1952,1994
India,0,0,0,0,0,0,0,0,0,4,0,8,15,17,12,127,376,388,831,1396
Philippines,0,0,0,0,0,0,0,0,1,5,0,719,1431,930,409,813,1821,471,273,821
Chile,0,0,0,0,0,0,0,0,0,0,1,15,212,384,493,738,821,653,715,736
Indonesia,0,0,0,0,0,0,0,0,0,0,0,2,355,631,474,509,950,1113,264,736
Denmark,0,0,0,0,2,0,0,0,0,52,13,51,40,95,137,506,869,431,979,731
Poland,0,0,0,0,0,13,0,0,0,0,0,94,0,164,89,752,946,805,613,658
Israel,0,0,0,0,0,0,0,0,0,0,0,0,87,150,157,197,141,115,132,476
Sweden,0,0,0,0,0,0,0,0,1,0,2,12,2,48,72,460,297,327,160,403
