Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,16998,22900,19007,19636,22514,29025,23940,29882,35581,36884,38613,40338,34315,39309,39178,43926,42152,45103,62553,72156
Côte d'Ivoire,4384,8676,5464,4047,6149,9582,5589,8377,9285,8415,8313,10589,10174,10521,11081,11558,12367,14594,17856,24898
China,628,283,267,570,1389,2935,3518,3356,5110,6476,5553,6251,2290,5422,4050,3961,3929,4605,4897,7601
Ghana,1039,534,650,565,878,647,1068,1091,1639,1800,2167,1813,1696,1659,1956,2855,2766,3674,5931,6374
France,3231,3919,4473,4232,4301,5645,4140,5115,5504,5560,6476,5720,3504,3633,3635,4378,2843,2637,4001,5188
Italy,119,55,565,709,975,643,478,185,802,348,663,1330,972,1642,1782,1020,3270,1160,2772,4934
Brazil,43,138,293,752,885,588,99,441,639,246,147,330,207,530,532,1019,499,379,551,2665
Indonesia,118,584,419,1079,927,2792,3452,4555,4317,4544,4824,4277,3751,2702,5075,5194,1488,3294,3646,2290
Morocco,0,0,5,65,49,5,36,56,25,2,26,720,2808,3124,2387,2308,1647,1960,2485,2219
Nigeria,0,1,0,0,0,5,10,6,14,1,5,51,5,4,20,3,19,59,2070,2030
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,248,230,1962
Germany,112,496,519,338,565,535,590,1503,1443,1436,645,637,605,540,934,1011,3724,4012,4347,1804
Australia,0,0,199,0,28,12,0,3,33,42,119,10,20,21,43,125,400,441,1638,1560
India,164,350,82,215,266,177,169,460,764,666,718,422,548,769,1228,1865,1103,536,1497,1198
Türkiye,17,0,0,8,27,31,22,94,217,101,47,290,6,2,28,97,1167,502,111,1011
Netherlands,354,267,193,222,434,406,577,20,211,735,1029,55,71,1116,488,1853,103,133,251,833
Spain,1000,2675,1994,3115,1585,1145,603,333,251,313,555,426,711,872,795,968,1482,812,1389,775
Austria,0,9,49,29,0,3,207,83,104,64,287,319,109,250,435,468,84,55,129,578
Slovenia,0,0,0,0,0,0,0,0,0,0,0,71,0,121,22,78,39,0,73,494
Thailand,13,18,0,78,272,296,159,208,195,160,264,178,34,223,110,137,90,122,178,443
Portugal,23,0,1,0,30,51,15,14,342,984,693,2104,1700,1719,1781,1869,1151,2406,3283,421
Singapore,26,6,0,7,0,0,81,81,35,23,0,66,63,77,0,85,169,214,341,407
Sweden,28,77,223,54,259,81,229,292,384,406,1185,700,546,341,351,238,101,185,352,327
Norway,176,292,466,565,503,445,522,297,238,157,148,133,90,352,91,295,213,0,319,281
United Arab Emirates,1,4,6,20,6,34,50,4,23,32,35,33,72,32,47,37,151,114,188,274
South Africa,298,349,362,361,376,1550,329,591,366,1304,1529,1168,1088,181,135,35,5,105,718,226
Poland,10,0,17,0,0,5,6,4,13,8,39,55,2,28,11,8,103,7,525,184
Tunisia,1024,174,100,115,28,151,179,190,36,216,307,143,76,43,36,46,74,114,457,120
Lebanon,82,143,222,66,138,219,162,442,568,405,699,162,301,63,97,210,260,52,119,115
Togo,1570,1158,162,263,284,171,112,109,212,140,139,269,284,434,264,298,203,146,131,113
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
Russian Federation,0,0,0,0,0,0,0,0,73,0,65,0,166,298,275,191,372,272,2,98
Denmark,2,0,5,57,51,7,32,51,40,7,40,79,18,23,0,31,49,72,103,78
Ukraine,0,0,0,31,0,84,0,0,0,0,0,0,0,0,5,0,0,1,79,68
United States of America,17,41,32,82,163,8,195,178,196,89,437,419,127,254,207,63,215,30,253,66
Mozambique,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,60
Belgium,199,347,252,500,557,112,385,19,117,61,57,32,247,349,136,74,103,160,224,59
Finland,11,17,12,73,21,17,58,111,55,38,45,15,42,83,58,29,46,158,242,55
Senegal,1062,1128,1234,1141,839,11,95,277,494,503,201,117,77,40,16,29,22,54,19,54
Canada,2,2,4,4,120,186,151,528,520,502,447,709,166,68,67,46,45,28,147,31
Switzerland,44,25,15,25,32,39,42,5,44,7,44,28,5,2,4,0,2,43,13,29
Viet Nam,0,0,0,0,0,0,0,0,2,1,0,14,0,14,0,10,0,1,2,27
United Kingdom,729,1049,691,196,261,91,345,426,791,948,393,379,323,633,41,64,229,29,26,27
"Hong Kong, China",0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,18,0,4,67,19
Japan,0,0,0,3,4,142,18,8,7,11,27,5,4,0,27,73,10,1,5,13
Algeria,0,0,0,0,12,0,0,0,1,0,1,1,8,0,0,0,4,3,12,7
Mauritania,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
Mali,18,5,0,29,0,1,1,16,18,24,39,77,73,126,3,40,3,4,4,6
Benin,418,45,2,2,6,26,3,19,6,10,15,3,3,3,2,2,10,3,9,5
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,4
Malaysia,0,0,0,0,0,0,83,222,233,4,1,19,28,29,13,22,4,0,13,3
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0
"Korea, Democratic People's Republic of",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Cameroon,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0
Czech Republic,0,0,0,0,0,0,0,1,0,8,0,0,1199,809,772,1071,1354,1596,734,0
Estonia,0,0,0,0,0,0,0,0,0,10,28,0,24,0,0,0,27,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Gambia,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,6,0,1,12,0
Israel,0,0,0,0,0,0,0,0,0,2,20,0,0,0,1,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Korea, Republic of",1,1,2,0,0,11,32,18,64,21,38,42,48,126,87,71,4,34,54,0
Kuwait,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,12,0,1,0,0,0,0,0,0,1,2,0,0,0,0
"Taipei, Chinese",0,0,1,1,1,0,12,9,2,10,0,1,2,4,6,1,0,0,0,0
New Caledonia,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
New Zealand,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0
Niger,5,4,12,11,10,0,0,42,2,0,0,6,1,0,0,0,0,0,0,0
Pakistan,0,0,2,1,0,0,0,0,0,0,0,11,3,0,0,0,1,0,11,0
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Peru,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Qatar,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Romania,0,0,5,0,0,0,34,24,45,10,95,52,0,0,0,0,3,0,21,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
Eswatini,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,0,0,1,0,1,0,1,9,7,0,0,0,0,0,0,0,0,0,0
