Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,1274,1196,1952,2757,3827,3859,4267,4779,5286,8504,12627,8829,12150,8643,9564,8534,15178,21285,25541,24584
United Arab Emirates,0,0,0,0,0,0,0,0,0,47,0,78,52,37,140,771,1752,6144,8086,9789
Côte d'Ivoire,0,0,0,0,0,0,0,137,181,306,613,737,1443,1365,1837,1839,4143,5658,8254,6812
France,474,362,465,128,1099,941,1035,1440,1508,2925,4491,3358,5240,3699,4431,3150,2279,2803,2890,2981
India,25,162,140,119,1,38,153,116,2,112,364,198,95,245,339,205,789,1598,1423,1577
Ireland,0,6,9,0,484,502,680,547,586,740,755,0,0,0,256,0,1341,710,1479,1477
Germany,382,543,23,184,288,192,255,1255,1172,1557,1471,1200,1140,939,481,566,802,645,890,724
China,0,0,0,0,0,0,6,21,0,3,36,173,0,127,31,3,112,185,83,478
Egypt,0,0,0,8,0,0,0,3,193,765,1751,1777,2820,1188,1069,872,2071,1539,933,167
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,63,32,102,93,208,111,42,133
Spain,0,5,0,0,17,0,0,0,8,26,19,65,95,57,243,94,274,235,162,102
Togo,0,0,0,0,0,0,0,0,0,85,78,0,0,202,506,610,831,590,833,96
Belgium,0,0,0,0,44,1,0,2,123,19,1165,653,187,432,84,21,35,103,55,82
Türkiye,5,0,0,0,0,0,478,0,0,0,0,6,5,3,19,6,12,51,10,73
Netherlands,34,37,109,97,178,302,225,223,272,238,227,2,28,46,21,52,90,34,70,48
Saudi Arabia,29,0,33,0,0,0,0,0,108,75,46,135,116,82,0,106,72,203,20,32
United States of America,0,0,343,564,235,0,251,0,3,0,0,20,774,128,0,0,0,16,12,10
Senegal,0,0,0,4,0,369,323,33,0,0,260,267,14,0,0,90,87,267,0,3
Central African Republic,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0
Nigeria,27,0,0,0,0,0,0,0,0,1017,831,0,0,0,0,0,0,70,0,0
Austria,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Canada,0,7,0,0,0,0,0,0,0,0,0,0,6,25,1,0,0,0,1,0
Czech Republic,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,1,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,2,1,18,30,2,3,0,0,8,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Jordan,0,0,0,0,18,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0
Lebanon,0,0,0,32,91,20,19,17,63,26,0,0,0,0,0,0,1,0,6,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Malta,0,0,0,32,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,25,0,1,2,0
Niger,0,0,0,0,0,0,0,0,0,0,0,77,0,1,4,28,225,145,189,0
South Africa,0,0,0,0,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,692,1309,1315,1375,809,0,1,0,0,0,0,0,0,0,3,3,0,0
Thailand,0,0,0,0,0,0,0,0,0,72,40,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,0,3,0,7,0,0,1,3,0,3,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
United Kingdom,0,0,91,0,0,0,0,944,1065,167,196,0,35,24,0,0,48,17,95,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
Cameroon,298,74,45,14,17,41,0,1,1,0,275,46,0,4,0,0,3,152,5,0
Syrian Arab Republic,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.279091641,0.32944885,0.247002662,0.356930663,0.288257198,0.277564524,0.173345268,0.285762221,0.239050685,0.272493863,0.253531715,0.313864901,0.382256963,0.355935744,0.362564683,0.29394742,0.209939344,0.284832209,0.339408614,0.351858628
