Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,812,985,709,987,1460,1738,1811,2049,990,3015,3269,3491,4036,4108,3249,3366,3364,4020
New Zealand,296,427,495,640,899,1137,1365,1212,601,2082,2173,2458,2750,2756,2332,2134,2246,2919
Fiji,73,121,10,70,70,51,4,70,1,3,196,3,84,40,214,349,452,475
Australia,204,217,143,243,387,486,377,551,289,873,700,765,791,546,308,484,431,377
Malaysia,0,3,7,1,0,1,7,1,2,4,3,4,139,27,12,49,9,186
Indonesia,1,2,0,2,5,7,7,9,43,19,56,80,202,682,171,81,24,31
Singapore,2,7,6,2,29,14,17,45,9,17,72,121,7,21,164,191,14,23
China,0,0,1,1,0,3,2,17,1,8,20,5,6,16,33,3,5,7
"Hong Kong, China",1,0,1,0,1,0,2,4,2,8,5,7,4,2,4,1,2,2
Denmark,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,1,1,1,33,0,0,0,0,0,0,4,0,0
"Korea, Republic of",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,236,202,42,0,2,0,27,76,7,0,41,44,49,0,0,43,160,0
Philippines,0,0,0,0,0,0,2,1,0,1,1,1,1,1,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0
Viet Nam,0,0,0,27,66,37,0,59,0,0,0,0,0,0,0,5,4,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0
United Kingdom,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,1,0,0,2,4,17,10,10,1,0
HHI,0.255961493,0.291428851,0.594090719,0.546635913,0.495576692,0.568660156,0.688140624,0.526156663,0.536053647,0.623283159,0.572839968,0.62589481,0.58768862,0.576122332,0.596077581,0.538009622,0.570795209,0.602643081
