Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,792,991,1418,1780,2617,1452,2116,2641,2194,2154,1515,1147,2308,1755,1211,1203,3359,4196
China,128,63,171,200,186,161,180,409,153,137,672,193,151,349,425,598,2641,1772
Portugal,292,336,414,298,771,496,1095,1298,1112,1172,362,507,1201,957,490,400,392,1704
United Arab Emirates,188,322,301,132,285,104,42,107,67,148,26,169,212,27,36,9,63,306
Türkiye,0,0,0,0,5,0,12,25,29,3,0,26,17,104,35,57,91,79
South Africa,61,31,102,201,709,231,141,171,111,100,71,41,49,18,51,14,12,42
United Kingdom,0,10,10,35,36,70,87,28,25,32,0,19,223,23,4,5,24,41
Pakistan,13,0,0,8,0,0,0,0,0,15,1,0,0,0,0,2,0,36
Namibia,0,2,0,3,134,12,17,64,24,20,4,0,1,1,5,1,1,35
India,0,0,0,0,0,33,35,0,18,177,40,34,37,0,0,30,0,31
Brazil,13,13,16,24,136,78,41,244,55,33,10,15,14,13,20,4,11,28
Thailand,7,32,41,8,0,0,0,13,3,17,44,6,9,0,0,5,13,26
United States of America,2,9,36,66,133,66,283,30,223,26,179,9,5,11,13,2,11,17
Belgium,5,1,1,7,6,65,22,138,30,2,39,3,4,112,1,0,0,15
Congo,4,1,72,478,1,0,1,0,0,0,0,0,1,0,0,1,8,10
Spain,1,1,0,12,4,1,1,7,5,3,0,1,42,19,10,4,35,6
France,9,17,13,23,98,25,30,12,60,43,12,11,243,64,83,2,8,5
Nigeria,16,75,56,60,0,0,0,0,0,0,0,0,2,0,6,4,2,5
Switzerland,3,0,0,4,14,0,15,1,0,14,2,0,1,5,3,0,0,5
Peru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
Viet Nam,0,0,0,0,0,0,0,4,0,1,0,0,0,4,1,7,0,4
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Denmark,0,0,0,7,5,2,0,3,1,37,1,34,0,0,0,3,3,2
Lebanon,5,0,0,0,1,0,1,0,1,1,1,2,0,1,1,0,0,2
Netherlands,0,0,0,0,7,6,2,9,8,45,1,3,22,1,3,4,2,2
Norway,0,5,0,2,3,4,14,12,15,0,0,64,4,0,1,0,0,2
Singapore,0,0,0,0,0,0,1,23,2,4,1,0,7,0,1,12,2,2
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Hong Kong, China",0,0,0,0,2,4,14,16,3,1,17,5,4,10,2,0,0,1
Italy,14,63,8,23,5,55,69,11,64,5,19,1,10,2,14,8,29,1
Japan,0,2,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,1
"Macao, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Congo, Democratic Republic of the",13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0
Equatorial Guinea,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Argentina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Australia,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahamas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Belize,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,3,0,0,0,0,0,0,8,2,0,0,0,0
Cambodia,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0
Sri Lanka,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0
Ethiopia,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Finland,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,3,1,0,94,3,6,8,2,3,3,3,2,28,23,2,26,1,0
Ghana,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
