Importers,Exported value in 2001,Exported value in 2002,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018
World,19,7,104,67,71,37,797,479,2658,36,886,0,5,40,46,100,214,88
United States of America,13,0,8,4,2,3,7,5,1,24,16,0,1,8,13,16,8,20
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,16
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,71,13
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,10
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8
Japan,0,1,4,2,4,3,0,0,0,0,0,0,0,2,2,6,5,6
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,23,5
Germany,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,3,2
Australia,3,0,4,1,5,0,0,0,0,0,0,0,1,3,1,1,1,1
China,0,0,4,0,0,0,0,0,0,0,869,0,0,0,0,0,2,1
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,1
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,10,11,1
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,1,0,2,0,1,2,0,0,0,0,0,0,1,2,1,0
Czech Republic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fiji,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
France,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hungary,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indonesia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Italy,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Mexico,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
"Moldova, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Papua New Guinea,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,0,0,0,0,456,644,0,0,0,0,0,0,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Russian Federation,0,0,0,0,0,0,0,0,8,11,0,0,0,6,8,4,5,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Singapore,3,3,3,51,56,31,25,12,2004,0,0,0,0,0,0,0,2,0
South Africa,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
United Kingdom,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0
HHI,0.336864637,0.107298258,0.594016081,0.626629873,0.654195269,0.634799227,0.929052509,0.926359351,0.583860492,0.089614897,0.954997071,0,0.058300524,0.081442967,0.137445077,0.154644891,0.240306035,0.150914819
