Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,59208,65313,67575,68931,155064,107848,114409,205163,149038,131301,94092,53715,113364,90659,98935,41601,50565,87287
Portugal,15109,15075,23851,24513,58498,46562,60849,117656,58053,44594,17011,15962,28635,22746,21452,14021,12738,28700
China,372,2575,2235,6278,27523,25244,23866,54766,42466,39012,56148,8773,22148,18417,16615,10068,11278,18575
Thailand,434,0,54,883,11,4,3,3,15,18,2,24,1,0,334,1941,8834,14273
Sweden,0,1,0,2,86,99,154,0,32,4,0,1,1,1,2,3,8,6521
United Arab Emirates,1786,1409,6417,715,2088,1019,1190,1888,3930,10605,2923,1761,1842,5383,3259,771,1663,2882
India,4,15,33,662,1747,1087,1430,673,1277,816,3832,11,5585,343,12297,3095,2452,2773
South Africa,4272,13030,19174,18062,25838,2221,5115,3914,1585,2678,3724,2273,3458,3206,989,477,905,1623
Australia,0,0,0,37,0,6,0,11,68,114,1,0,0,365,1,0,0,1563
Saudi Arabia,0,0,0,71,11,71,11,90,77,4,0,4059,22932,18160,14642,3662,4140,1437
Germany,0,0,382,278,503,576,778,1232,565,703,404,814,333,41,197,160,98,1190
United Kingdom,47,7,154,516,333,2369,2827,930,2868,4953,438,617,414,300,458,873,1409,1057
Austria,0,0,0,0,1,0,17,3,0,20,1,0,30,49,0,0,0,773
Spain,372,59,349,174,2009,1681,1614,1669,2669,2804,3204,967,637,336,700,1901,456,701
Greece,0,0,0,56,155,171,221,445,539,474,201,235,333,248,153,368,384,589
United States of America,2479,1303,923,1209,3618,5450,3570,2739,2798,2427,1721,924,475,1219,708,1059,282,571
France,422,17823,352,3128,845,2136,843,1092,1295,3733,174,1004,2281,625,1388,921,638,482
Brazil,18274,7160,7236,4578,12448,7996,1734,4083,6214,993,304,709,10860,1752,576,477,174,432
Türkiye,0,0,0,152,167,276,993,2035,298,554,249,45,3140,697,233,80,96,422
"Korea, Republic of",183,20,37,591,1617,1187,813,1124,1816,459,128,10329,6673,12680,6088,14,14,360
Belgium,159,4169,2106,369,1473,1685,730,862,559,1384,656,2734,1432,190,692,311,106,356
Malaysia,0,0,0,5,0,1,2,0,2,1,45,9,0,3,86,1,16,341
Israel,0,382,90,307,497,437,417,384,618,324,73,77,80,63,11,37,47,250
Italy,132,29,1978,483,1535,1439,1007,1575,274,1108,342,519,137,479,401,209,530,229
Lebanon,64,174,8,231,456,414,393,921,808,895,205,269,175,83,115,22,198,210
Tunisia,0,0,0,0,0,0,26,0,0,2,0,639,0,0,133,9,303,196
Namibia,0,5,0,510,3449,421,953,1421,1324,1003,387,58,78,29,70,62,22,174
Netherlands,24,169,67,12,360,486,611,103,218,227,361,77,187,41,617,56,30,104
Viet Nam,148,569,522,502,1957,2687,2690,3788,2427,3189,483,242,53,98,129,62,33,99
Norway,65,33,0,8,171,26,127,150,66,204,199,49,194,45,40,20,334,86
"Hong Kong, China",0,0,1,103,50,230,17,27,7,1564,102,116,39,3,69,46,72,66
Mexico,0,0,0,0,0,0,1,9,2,1,31,8,0,2,3,18,3,58
Japan,5011,0,276,69,519,124,44,20,12956,43,58,17,2,0,4,8,2,48
Slovakia,0,0,0,33,0,0,0,0,0,0,0,0,1,0,27,106,27,41
"Congo, Democratic Republic of the",0,0,0,0,9,0,3,0,1,7,1,0,4,23,14,3,3,30
Syrian Arab Republic,0,0,517,303,874,419,154,224,14,18,0,31,0,12,0,14,0,11
Switzerland,8910,0,5,71,581,6,61,36,61,43,10,98,42,62,207,8,2,10
Canada,0,62,2,58,175,21,4,8,51,371,22,15,1,1,4,2,0,9
