Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,3572,0,6762,10784,10454,6437,5842,5290,3736,17298,10673,3953,15001,4725,12218,17326,19606,22315
France,484,0,238,422,287,1082,1920,268,400,1387,700,271,314,119,1433,5136,953,9929
India,0,0,0,93,0,128,86,110,0,372,138,0,18,424,20,4425,9558,4642
Belgium,2337,0,2155,2854,2566,2395,55,1809,1028,1440,1489,924,2053,854,2197,2050,2035,1804
Cameroon,7,0,0,57,41,22,306,2,64,200,509,83,866,85,2688,1839,2747,1748
China,0,0,4,2004,135,825,951,413,73,8272,99,411,684,346,2151,1980,1687,853
"Tanzania, United Republic of",6,0,729,0,8,0,0,0,85,20,0,0,0,0,0,0,0,814
Netherlands,50,0,32,339,960,924,76,188,178,154,232,118,165,53,425,376,652,437
Poland,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,152,260,386
Togo,0,0,1,0,3,0,0,2,0,0,0,0,0,0,7,159,214,380
United Arab Emirates,0,0,175,81,603,117,4,24,219,299,146,633,350,212,232,86,206,306
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,248
Denmark,21,0,258,635,24,113,136,107,305,453,679,311,0,383,600,10,11,226
Türkiye,25,0,0,0,0,0,0,0,0,0,0,0,0,0,21,65,88,198
Viet Nam,0,0,738,1009,54,0,4,244,276,1259,15,30,4507,37,53,47,382,131
Germany,299,0,273,377,267,206,350,1577,366,652,538,339,893,990,1187,209,184,57
Italy,0,0,0,0,98,32,0,12,0,838,12,0,31,0,21,42,168,48
Japan,25,0,0,0,1,0,668,0,18,0,0,0,0,0,0,95,0,25
Switzerland,13,0,19,167,538,333,53,0,21,31,0,42,13,0,0,0,67,24
Spain,0,0,634,20,0,0,0,39,33,301,21,0,109,0,0,5,14,22
Canada,224,0,61,72,153,33,0,71,0,0,0,0,0,0,0,10,0,19
Nigeria,0,0,0,4,0,0,0,26,6,0,0,0,0,21,1,0,55,7
United States of America,61,0,30,0,97,6,165,64,7,546,4643,90,90,100,51,91,3,7
Chad,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
United States Minor Outlying Islands,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bangladesh,0,0,0,193,0,0,0,0,0,0,0,0,0,0,20,101,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Bulgaria,0,0,0,0,0,0,0,0,24,68,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,60,54,165,107,24,21,0,0
El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
Finland,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,48,0,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,177,0,0,412,0,0,0
Indonesia,0,0,42,0,116,0,76,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,113,124,0,25,65,386,622,0,0,689,659,346,0,0,0
Kenya,0,0,1076,94,0,1,0,0,173,19,902,172,0,16,8,161,42,0
"Korea, Republic of",0,0,0,0,0,0,0,24,24,0,0,0,0,0,2,0,0,0
Lebanon,19,0,0,0,38,0,3,47,0,0,0,0,0,1,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
Malaysia,0,0,0,0,0,0,29,0,0,0,0,0,142,0,0,0,0,0
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,3538,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,0,7,0,0,251,7,30,1,0,0
Mozambique,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,129,0,0,0,0,1,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,0
Pakistan,0,0,0,0,0,0,0,76,0,293,0,102,0,36,38,7,61,0
Portugal,0,0,0,19,0,0,0,0,0,0,0,0,0,70,0,0,0,0
Saudi Arabia,0,0,1,3,0,9,35,16,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,98,0,0,76,0,0,0,426,0,42,0,0,0,0,0
Singapore,0,0,0,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,50,0,0,0,25,0,0,0,0,0,0,6,1,0,16,0
Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
Sweden,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,39,0,4303,0,35,0,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0,121,104,0,0,25,0,0,0,0,43,0,0,20,8,33,0
Turks and Caicos Islands,0,0,0,0,0,100,126,94,49,0,0,0,0,0,103,21,0,0
Uganda,0,0,0,0,1,0,0,0,0,0,0,0,0,174,38,0,0,0
Egypt,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,300,0,111,105,12,0,0,34,153,64,23,66,27,39,0
