Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,2091,2152,2160,1341,2499,2442,2022,1939,2795,1901,1119,1746,1755,2219,1968,2094,3032,2859,5285,4689
China,127,117,347,151,372,182,352,325,430,288,293,566,288,970,490,561,969,1093,1784,1188
South Africa,750,787,377,205,721,1410,1212,833,1255,494,290,217,260,295,932,744,671,498,835,1053
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956
Pitcairn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875
United Arab Emirates,56,200,318,292,211,85,65,53,87,67,25,213,224,133,141,61,422,478,217,502
Pakistan,20,9,68,84,79,0,74,0,0,0,0,0,67,0,21,21,22,12,27,93
United States of America,83,1,0,0,1,0,0,28,0,6,0,0,0,0,37,0,0,0,18,19
Belgium,1,0,0,4,0,0,6,20,0,0,59,0,0,0,0,0,0,0,0,1
Zimbabwe,23,5,0,0,1,22,19,2,45,0,0,0,0,19,0,0,0,0,0,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0
Australia,0,0,0,12,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0
Austria,0,0,12,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
Canada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of the",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,147,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Germany,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",118,0,83,50,76,8,33,126,478,143,311,18,197,141,115,7,24,1,53,0
Indonesia,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
Japan,26,70,130,60,50,21,49,15,0,88,27,96,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,8,0
"Korea, Republic of",64,5,11,9,4,33,5,0,29,6,6,74,95,6,0,0,0,39,88,0
Lebanon,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,12,0,0,17,0
Malawi,0,0,42,0,0,0,0,0,0,2,0,7,0,0,0,0,2,0,328,0
"Taipei, Chinese",399,335,517,269,226,495,15,89,224,268,0,357,275,278,147,334,201,401,475,0
Mozambique,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,22,14,10,17,19,31,40,20,14,10,18,23,30,20,10,22,28,0
Nigeria,29,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
India,24,103,100,48,471,138,130,391,203,431,88,174,161,161,50,291,708,160,344,0
Singapore,0,25,106,0,78,0,0,0,0,0,0,0,151,171,0,0,0,0,0,0
Viet Nam,287,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Switzerland,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Thailand,2,1,11,2,0,0,0,0,0,0,0,3,0,0,0,40,0,6,11,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,118,93,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
Egypt,0,0,0,0,0,5,38,0,0,0,0,0,0,0,0,0,1,0,9,0
United Kingdom,67,7,0,0,2,11,0,3,0,1,0,3,0,11,3,1,1,0,5,0
"Tanzania, United Republic of",0,1,2,81,0,3,0,23,2,2,2,0,0,10,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0
HHI,0.27643916,0.273784096,0.198927001,0.169048286,0.224007706,0.493834428,0.512214381,0.323385327,0.321641998,0.220777871,0.258365716,0.242838418,0.100943837,0.287918171,0.354767409,0.288908663,0.267701401,0.297467656,0.266990706,0.175637887
