Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,49,0,113,159,281,328,363,776,490,2798,2458,2426,9239,8520,10073,11135,10961,16878
Cameroon,1,0,0,0,0,0,0,0,0,428,511,0,4184,0,4912,5679,5034,9115
Belgium,0,0,0,84,0,0,0,80,0,103,58,347,1604,579,757,802,613,1304
Poland,0,0,0,0,0,0,0,0,0,49,146,166,117,528,338,339,129,1165
Brazil,0,0,58,28,267,292,0,641,400,867,685,514,643,982,1241,958,1376,1006
Netherlands,24,0,0,0,0,0,0,0,0,11,12,180,490,2922,1380,1250,1080,970
France,14,0,56,44,14,7,150,7,2,993,504,71,212,122,386,380,364,895
Italy,0,0,0,0,0,0,0,0,65,164,193,233,178,253,122,263,616,655
United States of America,0,0,0,0,0,0,0,0,14,11,18,207,313,45,21,195,283,533
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,218
Spain,0,0,0,0,0,0,0,0,0,0,17,142,434,1281,446,342,368,218
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,213
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,52,0,110
Germany,0,0,0,0,0,0,16,0,0,0,0,9,104,223,27,98,0,105
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,72
Ukraine,0,0,0,0,0,0,0,0,0,0,90,173,370,281,4,220,178,69
Lebanon,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,32
Portugal,0,0,0,0,0,0,0,0,10,0,0,0,67,60,76,47,127,29
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47,33,27
India,0,0,0,0,0,0,35,0,0,85,29,77,164,100,106,93,49,19
China,0,0,0,0,0,0,112,0,0,0,0,0,0,0,8,0,0,10
Argentina,0,0,0,0,0,0,0,0,0,0,0,183,230,805,0,206,353,0
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
Congo,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,37,0,0
Iceland,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0
Japan,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
Namibia,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0
Sweden,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,87,0,92,0,340,0,33,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
Uruguay,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.220401338,0,0.021739513,0.243948208,0.834353406,0.752003773,0.216046371,0.66937707,0.688468128,0.272240459,0.210234293,0.098307876,0.333556287,0.207088512,0.39649409,0.409931414,0.337170126,0.439038077
