Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
1,0.452241038,1,0,0.048500507,0.734964268,0.813386626,0.073435315,1,0,1,1,1,0.130590976,0.649068724
2,1,0.140668458,0.273457328,1,0,0,0.937318402,0.177576995,0.426208539,0.711554676,0.398938924,0.406430544,0.821229081,0.359924831
3,0.315613397,0.341610224,0.364564341,0.392681123,0.358804018,0.362059483,0.346131797,0.27207091,0.234819153,0.228883187,0.217781347,0.198000437,0.189330105,0.238700112
4,0.856784066,0.155370296,0.769692563,0.137948187,0.322760029,0.408244603,0.707022778,0.568260795,0.262981042,0.193031078,0.147486834,0.326861577,0.323261204,0.473740003
5,0.723746011,0.482890084,0.267554366,0.189605013,0.211463791,0.213374899,0.149533432,0.17852394,0.28547258,0.232665647,0.19276354,0.220026599,0.331373156,0.442472586
6,0.159067298,0.477960444,0.572216431,0.810274749,0.537178402,0.483416809,0.553505694,0.378703583,0.654089125,0.66245199,0.682589009,0.788426192,0.973441855,0.960532403
7,0.385368727,0.269979202,0.325054427,0.420212109,0.319857674,0.3425644,0.396629156,0.290308404,0.305885107,0.240155819,0.223525994,0.278167441,0.26699758,0.210345626
8,0.46907479,0.284959256,0.172583932,0.675653678,0.45721409,0.77271108,0.499654322,0.471717096,0.389246649,0.60408576,0.768920286,0.819531058,0.967559823,0.889464406
9,0.310293209,0.323081227,0.578960594,0.604531328,0.516788827,0.409384443,0.570939063,0.337137666,0.337824388,0.320233805,0.331212772,0.325236277,0.313041526,0.314458845
10,0.228468885,0.129321365,0.200437497,0.329124178,0.284951769,0.33673776,0.32005801,0.216729854,0.245955901,0.53461614,0.310701992,0.188778754,0.29788109,0.230270912
11,0.582184302,1,0.421911245,0.154062208,0.132128113,0.207125742,0.59256086,0.628635034,0.183633823,0.353290091,0.187931322,0.377505851,0.683395477,0.459966574
12,0,1,0.917292774,0.345746931,0.23337352,0.49908107,0.480294178,0.465314664,0.700788823,0.611899172,0.604625004,0.484921196,0.508722447,0.492249078
13,0,0,0.552622199,1,0,1,1,1,0.33740432,0.314501991,0.320492964,0.661349084,0.167968074,0.597866942
14,0.813651916,0.915033313,0.775945558,0.930808148,0.305313393,0.896576971,0.745189753,0.404416768,0.508697134,0.417249111,0.18582972,0.236992212,0.176802489,0.988525197
15,0.3261873,0.104810218,0.908922144,0.933023962,0.764298061,0.376389426,0.425329163,0.389223929,0.279075709,0.257826048,0.312313742,0.254926301,0.262468873,0.353880097
16,0,0,0,0.372641084,0.607162801,0.374348798,0.272405994,0.669838202,0.231726794,0.296488129,0.534820617,0.471072618,0.406628924,0.174937723
17,0,1,0,0.971149382,0.053755108,0.232529366,0.961512831,0.164123757,0.461228507,0.440540128,0.279928114,0.866859959,0.377474566,0.491464345
18,0,0,1,1,1,1,1,0.487310034,0.746074731,0.42709877,0.053589838,0.199520422,0.052094455,1
19,0.286066611,0.282181296,0.172349424,0.258967023,0.293402554,0.301093781,0.326645352,0.206317501,0.252465127,0.251814433,0.278643689,0.284184646,0.272322387,0.287266209
20,0.228341147,0.12740185,0.220023519,0.1642239,0.133212255,0.11676106,0.170574195,0.140250278,0.205556964,0.221363334,0.262319827,0.312046872,0.266494614,0.246142498
21,0.088160862,0.251510951,0.201682004,0.483266331,0.225254776,0.301911122,0.353413558,0.376153814,0.779225409,0.448873758,0.57284692,0.449303142,0.151314122,0.238059465
22,0.371666468,0.839845508,0.095491503,0.162059855,0.206596713,0.125799647,0.132519545,0.276907609,0.557943502,0.467563238,0.54001107,0.424110062,0.389222058,0.339533719
23,0.284959256,1,0.005734482,0.127708105,0.687054284,0.572017111,0.887667519,0.78748986,0.887806306,0.887581831,0.950351378,0.993895788,0.991303105,0.761454787
