Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,45,59,22957,39248,126,144,172,5746,47244,182,3,9182,40299,139,77,221,1243,2147,1903,4674
Cambodia,0,0,50,2,8,0,0,0,14515,0,0,0,37929,0,0,0,6,1308,864,3536
China,4,14,1,0,0,3,7,2,3,41,0,0,5,1,66,83,95,64,992,1108
"Korea, Republic of",0,0,22597,0,0,2,0,0,5,0,0,0,1,0,2,0,63,1,0,22
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
India,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
Singapore,0,5,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
Australia,0,0,0,0,22,4,2,0,0,0,0,0,0,11,0,0,3,0,0,0
Belgium,0,0,0,0,0,0,0,5706,0,4,0,0,0,0,0,0,0,0,0,0
Myanmar,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
France,36,0,0,3954,0,0,0,2,0,0,0,0,0,90,0,0,4,6,6,0
Germany,0,0,0,0,67,0,68,0,0,0,0,0,0,0,0,0,0,2,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,2,0,0,3399,3,1,0,5,0,0,1,0
Indonesia,0,0,0,0,0,0,0,0,1,0,0,256,0,1,0,5,1,7,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Japan,0,0,8,35249,24,115,0,0,32664,32,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,1,0,0,0,1,0,10,0,0,0,11,0,0,0,0
Netherlands,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Viet Nam,0,0,3,0,1,2,1,0,9,52,0,0,0,0,1,0,0,0,0,0
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Thailand,3,40,67,0,2,12,35,28,17,0,1,0,161,1,0,115,1058,645,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
United Kingdom,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0
United States of America,2,0,231,37,0,0,58,5,0,50,2,5517,2201,33,1,1,1,90,10,0
HHI,0.617802198,0.345259679,0.975832106,0.837334971,0.348784061,0.713789766,0.292181799,0.988257162,0.644003933,0.209875997,0.130590976,0.412561417,0.903306477,0.50856478,0.781900265,0.399198685,0.784270456,0.543716454,0.47864614,0.649872217
