Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,0,13,7,0,279
Dominican Republic,0,0,0,0,249
United States of America,0,0,6,0,27
France,0,0,0,0,4
Bahamas,0,0,1,0,0
Brazil,0,13,0,0,0
Canada,0,0,0,0,0
HHI,0,1,0.552622199,0,0.758237292
