Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,132659,160831,259191,501814,346340,450004,440199,453903,576642,846250,1007697,1135677,803518,665829,925597,1171489,1201988,1113915,1363153,2086750
Russian Federation,89,47,0,0,0,0,1857,839,40837,23373,12836,58348,34938,45666,37737,172764,272309,234323,175098,374605
Côte d'Ivoire,4486,29676,120074,342725,143908,147199,138437,161791,87569,117269,107692,161136,81169,78623,200629,302348,269006,154306,190093,354971
France,1000,1642,2681,7103,4444,5018,12263,7360,19533,6242,15836,18969,17303,13710,43333,10032,19685,5443,48250,178020
Netherlands,120,117,15031,7741,29945,48863,82597,70927,72984,71205,268229,237115,194713,125181,234729,105302,60199,90317,110505,162382
Ghana,3281,3460,24976,23976,30695,49960,9979,2479,3656,4984,4988,61012,39956,93911,96562,100991,173341,139508,141223,158475
United States of America,120,77,586,7078,32315,40954,6200,6062,3612,18066,30417,18518,37353,13794,63142,47287,75281,81491,99844,146780
Belgium,147,249,3750,10915,15665,16890,22447,22055,14163,32781,57974,32748,48234,25632,40343,31270,27735,21940,32931,144022
United Arab Emirates,56,235,3520,4581,881,850,1582,846,1045,1376,6470,2878,2498,3661,4597,22004,18883,5859,20700,116139
Togo,65964,60077,80,12,134,379,81,474,3997,41197,33886,69166,23316,24113,15172,11678,9573,3872,5030,101911
"Korea, Republic of",0,0,0,0,0,0,0,0,6,0,34950,0,18720,10218,5924,139639,18457,45872,59494,66733
Saudi Arabia,0,35,11778,92,54,0,0,30,94,85,1214,0,23,8786,31,6,21869,3163,58138,43444
India,8,5,74,7331,8434,10209,24612,3323,7867,162,169,667,964,8906,10472,8570,24900,23355,41572,34942
Greece,0,0,0,0,0,0,0,0,0,0,0,464,1325,66,0,363,158,4997,16977,30561
Niger,465,438,0,0,0,0,0,38,3542,10583,112863,125764,17824,29947,26624,16086,20585,98931,120469,24109
United Kingdom,63,30,11656,27714,6131,31298,23291,58580,87333,224755,124585,102540,35084,16382,7927,9100,30618,35464,65448,19742
Estonia,0,0,0,0,0,480,2955,4739,6624,16399,0,0,0,0,7794,10134,5745,5854,23,17529
Morocco,0,0,0,2249,6942,0,213,593,331,2681,2708,4663,9404,5925,9613,10951,10508,13070,13673,17404
Norway,0,0,4,0,0,0,0,0,0,0,0,4742,1024,572,6288,47714,37603,13588,4145,16672
Italy,94,294,1940,2543,2941,11646,15,63,2243,172,3941,206,12025,2033,1141,8643,6427,31529,2834,12507
Senegal,168,383,910,4507,4776,5197,4217,4984,11623,10194,11181,12174,4881,14988,11906,10982,10002,7926,13122,11732
Angola,0,0,0,0,0,1009,106,0,1974,1664,1163,564,0,7681,1824,1018,0,244,0,8023
Nigeria,341,100,15552,1233,6769,24157,20245,22873,79997,55267,8175,15524,5452,3632,2826,2910,3656,742,7636,6977
Equatorial Guinea,0,0,0,4434,7928,10351,3361,1260,3390,14655,38489,15292,4723,10652,379,358,4231,1258,25,6762
Malaysia,0,0,0,0,0,2,8,3901,370,73,29797,22080,5113,10900,1000,0,584,62,55576,6755
"Taipei, Chinese",0,0,4,1,0,1,0,0,2324,10568,0,0,3509,67,0,0,0,0,5137,5931
Kuwait,0,0,22,0,5780,2589,201,0,8083,26,17,0,0,5608,0,0,0,0,833,3412
Egypt,194,129,226,1480,357,18,1518,124,2,0,3,0,11,0,4016,56,0,0,16277,2230
Romania,0,0,0,0,0,0,0,1239,0,0,0,0,0,0,45,0,0,30,0,2076
Spain,2,32,576,0,101,1,12329,620,777,14944,10193,12742,60342,6098,10668,16937,3395,18050,7830,1703
China,0,27,124,292,691,541,987,486,916,1275,1861,10693,795,1844,6300,6119,3247,878,9371,1377
Türkiye,0,0,0,0,9979,293,2,10264,3690,4811,5011,5350,94,215,597,492,302,623,1165,1315
"Iran, Islamic Republic of",172,222,1649,2491,117,255,1630,1244,1232,1939,399,134,362,417,440,2131,1757,1243,1993,1305
Latvia,0,0,0,0,0,0,1956,0,6812,11423,48,0,7026,83,5587,11929,23973,2388,1311,1165
Tunisia,0,22,3,12,8,16,52,470,411,871,568,161,54,23,268,7699,316,36,827,984
South Africa,134,334,4219,2681,1943,415,3418,6899,887,337,2963,34893,18285,4650,4480,1703,1472,12308,430,879
Germany,34,13,13,2,12,22,18775,9679,24097,2687,494,1373,561,1119,1256,4754,194,764,344,712
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580
Algeria,0,0,0,0,0,0,0,0,31,1252,78,3683,7067,543,15,9037,0,1516,2794,471
Singapore,0,0,0,0,0,878,70,8,0,0,11584,43,12426,13184,215,213,12525,1818,8133,452
Benin,55312,62701,159,5997,1041,5074,1299,839,22074,2954,173,808,301,141,13,92,82,9042,6239,343
Argentina,0,0,0,0,0,2631,1003,112,0,0,0,0,3169,14,358,7172,4248,400,3896,124
Sweden,0,0,63,0,1,0,1276,64,5514,91,15868,67,3047,6213,53,73,12109,28,158,100
Guinea,0,20,0,0,0,0,16,0,101,231,0,0,0,0,0,0,0,0,108,86
Malta,0,0,0,0,0,0,0,0,7577,4941,477,15400,0,3303,0,0,0,0,1883,81
Chile,0,0,0,0,526,0,640,290,534,97,0,0,824,0,0,1387,21,2106,0,78
Lithuania,0,0,0,0,0,0,0,0,83,0,4735,1997,32,7435,783,844,13171,15212,10,74
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,7083,0,34932,7569,7443,78,0,0,0,59
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Indonesia,0,0,23,0,0,0,0,0,0,11,0,12,279,147,155,55,92,0,0,2
American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
British Virgin Islands,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,571,959,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands (Malvinas),0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,11724,213,0,0,0,0,0,0
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
