Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,8228,5897,8934,13816,25683,42155,39431,40822,14284,59084,51908,52632,60018,61617,64907,54340,73955,87206
Malaysia,609,135,558,1186,5546,8525,6386,2729,1882,4672,6675,5860,12726,12340,18197,13472,29497,33238
Australia,2631,2617,4538,6949,11309,14538,16608,14536,5716,34383,22983,24025,24128,14514,13775,11305,13593,14400
China,129,112,30,210,227,491,1582,1193,755,2944,2581,4225,3833,11806,6494,11018,9602,13396
Singapore,1175,794,1578,1525,1761,2115,3728,1883,786,3151,4958,5127,5223,3740,3169,3435,5284,7179
Japan,747,952,842,1192,2885,6316,3641,2905,1842,4995,4220,5016,3303,3136,8121,5863,3029,4219
"Hong Kong, China",19,20,82,70,165,343,317,280,69,112,389,438,553,471,798,1259,4901,4193
United States of America,385,111,243,242,164,675,557,774,456,1996,1061,1713,3064,2079,913,1214,1401,2514
Thailand,4,152,4,17,184,594,72,186,300,177,391,310,333,475,964,1076,1017,1940
"Korea, Republic of",10,12,9,100,140,154,62,143,132,106,77,291,37,535,673,709,583,972
New Zealand,212,135,207,1025,629,2218,1443,1125,337,1728,1622,1056,1569,1936,1459,1036,1308,899
Indonesia,2,5,1,288,1005,741,1754,585,34,16,943,34,79,6949,6609,193,587,880
United States Minor Outlying Islands,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,35,714
Philippines,50,0,45,12,77,165,37,149,50,392,115,401,93,154,56,12,55,424
Papua New Guinea,1632,331,204,195,636,265,803,576,610,2246,980,564,262,483,369,324,797,362
United Kingdom,78,61,12,57,62,402,901,11881,161,227,235,102,1171,228,243,228,40,357
Fiji,32,140,178,126,116,186,120,109,98,260,245,223,255,53,240,161,317,286
Italy,16,8,0,47,25,2878,122,64,99,161,101,130,184,137,516,36,98,243
"Taipei, Chinese",183,25,159,322,396,172,460,376,394,469,1619,1188,1022,803,361,426,273,197
Denmark,1,0,19,53,85,119,6,159,1,30,342,160,34,31,133,17,99,142
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,51,1,120
Germany,220,258,167,124,180,707,342,910,79,308,1035,895,106,1054,474,1367,929,108
Spain,0,0,2,1,8,25,4,3,0,29,497,0,20,5,4,76,2,92
Netherlands,8,0,0,0,0,67,0,0,2,2,26,0,328,31,654,42,146,73
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,1,243,11,0,132,0,2,3,11,67
Vanuatu,25,0,0,0,1,6,14,47,78,2,82,4,6,5,7,28,7,54
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,6,0,78,1,0,15
Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14
India,0,6,7,6,8,5,49,117,29,53,40,38,151,213,117,276,1,13
Austria,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,25,5,12
Mexico,0,0,0,0,0,0,0,0,0,4,6,1,1,0,6,2,21,12
Canada,9,0,7,62,1,13,3,23,1,75,140,27,40,18,4,76,14,11
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
France,5,4,0,0,1,0,33,4,23,22,10,125,21,57,178,141,68,8
Viet Nam,0,0,0,0,0,1,2,2,0,0,83,121,84,10,1,94,34,8
Switzerland,7,13,40,3,5,28,12,0,66,67,100,28,189,34,21,272,9,8
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
