Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,51,569,56,117,103,67,20814,7045,32422,4336,11556,1455,39849,3397,10921,88480,1529,11715,141000,6159
China,42,534,40,81,6,0,19985,6654,30832,2194,136,1256,38983,3315,10803,72667,22,8544,139507,5213
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,287,381,917
Australia,1,0,0,0,0,0,0,0,58,0,0,34,4,0,0,0,0,0,0,15
Austria,0,0,0,0,5,0,0,3,0,0,0,0,0,0,84,0,0,0,0,14
Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14832,0,0,0,0
Czech Republic,0,0,0,0,0,14,0,0,0,0,10595,0,4,0,8,981,1397,2561,894,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
France,6,0,4,0,2,0,0,1,112,52,0,0,0,0,0,0,0,0,0,0
Gambia,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,12,0,0,2,0,0,0,0,0,0,12,0,12,0,0,0
"Hong Kong, China",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
Israel,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,1,12,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,111,0
"Korea, Republic of",0,14,0,8,0,21,0,214,201,157,56,0,101,1,15,0,0,0,0,0
Malaysia,0,0,0,0,7,1,0,26,153,209,0,0,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,17,106,0
Singapore,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,1,70,0,134,0,0,0,62,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0
United States of America,2,21,12,27,70,29,467,75,1052,658,492,165,750,10,0,0,15,0,0,0
HHI,0.666089866,0.856941161,0.406480581,0.466005071,0.48842388,0.229703503,0.921181224,0.91508585,0.922114683,0.315740415,0.861774865,0.694689717,0.963586593,0.956654217,0.980511219,0.617385137,0.857169419,0.617533389,0.982147836,0.718810977
