Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,1433,13899,16284,2957,4615,28099,73718,85920,45311,73677,85848,133173,173259,118253,74662,73039,80006,101509
Singapore,80,2920,10299,104,504,15537,66214,82656,44063,70237,76458,114734,160709,105295,64764,57288,60612,76068
Malaysia,38,287,78,391,685,1544,1304,1201,418,1443,3581,4435,7377,4613,4693,6371,10322,11552
Australia,1306,10142,5105,2379,2962,10413,5348,1932,673,1736,4814,11786,4135,7472,4302,8487,7049,8107
"Taipei, Chinese",0,0,2,0,2,0,2,1,1,1,194,1305,189,7,2,5,1197,4175
China,0,0,0,1,0,36,38,2,39,61,53,70,282,259,123,340,350,595
United States of America,0,0,6,16,0,2,1,44,1,6,92,15,23,21,149,15,0,317
"Micronesia, Federated States of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
"Hong Kong, China",0,0,0,0,2,1,29,1,1,1,20,7,15,15,27,109,99,122
Fiji,0,0,0,1,0,0,2,0,27,27,179,387,132,146,92,16,44,115
Papua New Guinea,0,126,319,28,105,33,71,2,0,7,4,1,330,345,0,4,1,87
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
United Kingdom,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,36
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10
Indonesia,0,0,21,33,339,0,0,0,0,0,20,1,32,39,34,0,0,4
Japan,3,0,6,0,9,1,3,16,1,6,65,122,4,4,63,5,33,4
New Zealand,1,423,447,3,3,1,90,6,3,6,27,16,18,10,67,303,257,3
Thailand,1,1,0,0,1,532,541,58,10,0,331,283,2,4,319,0,0,1
Canada,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
Germany,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,6,0
Italy,0,0,0,1,3,0,0,0,0,1,1,3,3,1,0,0,1,0
Morocco,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vanuatu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0
Philippines,0,0,0,0,0,0,0,0,0,0,7,10,7,16,27,8,1,0
Viet Nam,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HHI,0.86614741,0.594894593,0.571082417,0.731246256,0.530654816,0.514708331,0.863470938,0.947106931,0.961503145,0.936074812,0.857831361,0.82237105,0.905137106,0.858027834,0.82235737,0.732949352,0.694930639,0.692834072
