Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,5436,6083,7242,8907,9784,22568,16277,9376,11049,4961,4775,8867,6410,2429,1640,1969,991,705,1624,1252
Côte d'Ivoire,670,2764,2894,2069,2402,2039,2156,1461,1481,526,386,282,81,107,138,308,85,398,877,803
Ghana,1944,458,1260,2585,1093,503,116,1933,5315,1042,220,143,1439,1984,1441,1582,846,274,638,259
Mali,58,0,0,0,0,0,8,0,0,0,0,34,515,44,3,10,0,5,81,169
Senegal,0,0,0,0,3,0,4,0,0,0,3,3,4,0,0,9,0,0,0,11
Togo,138,55,171,160,22,24,30,10,6,142,289,60,175,125,32,58,61,28,25,6
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
United States Minor Outlying Islands,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Cabo Verde,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Benin,2469,2779,2639,4065,6089,19805,13921,5922,4154,3226,3766,8037,3791,145,14,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Kuwait,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liberia,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Niger,143,26,3,24,29,143,12,50,88,26,110,299,79,5,11,2,0,0,0,0
Nigeria,8,0,262,0,139,45,8,0,0,0,0,0,326,15,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Tunisia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.388458326,0.364671446,0.334443078,0.305281001,0.529723088,0.811129563,0.798227579,0.425561079,0.397334812,0.443076846,0.656607515,0.857306522,0.443922703,0.724647562,0.811849452,0.694294182,0.669197464,0.373146354,0.402740222,0.471697871
