Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,63073,59216,85146,80222,160857,140950,181821,281610,205203,189649,89695,121102,189294,146321,135210,85955,103674,138850
Indonesia,8035,4803,3337,12060,30595,36085,35141,64666,34805,23528,14257,19895,39544,30371,38147,27672,55733,73795
China,6261,6098,10256,10945,18340,17623,36044,61051,43144,45322,28156,27805,63025,42208,25219,12929,9060,18624
Portugal,18269,18418,21412,11262,18991,19007,28453,40997,36706,31748,10761,17967,32051,17937,13478,6689,4804,6586
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,5845,6548
Belgium,757,5064,629,3064,6016,5516,8510,8220,9807,7284,2838,8499,6225,5549,3056,2470,4360,4756
United States of America,2051,670,4495,4322,7636,7705,16373,20898,10228,12904,4642,5489,3977,3244,6887,3151,2478,3977
United Arab Emirates,1466,936,944,947,1764,4473,5085,7835,6916,6578,2093,3649,3300,4382,3779,2369,2178,3180
Pakistan,0,0,0,0,22,0,149,132,262,0,0,0,27,9,16,9,981,3124
South Africa,11437,5768,15867,10837,18561,13288,14185,16469,18003,12563,11291,20015,21057,18526,25992,11389,4013,3040
"Korea, Republic of",0,0,0,46,338,111,787,584,489,331,96,72,23,13,3,3,520,2401
United Kingdom,1405,2583,5349,1338,2472,1858,4750,4153,4884,6935,751,1880,1951,1400,2456,2289,2519,1894
France,1989,1698,6101,3401,3318,4108,2702,6565,5757,3158,1175,1515,1670,1410,922,1198,602,1748
India,1718,3,0,526,1515,2077,6616,6683,2646,4362,1999,3134,5635,7476,4472,2979,1616,1493
Netherlands,654,4023,353,869,1325,383,310,584,2106,668,636,370,512,456,343,334,376,1357
Germany,229,326,2078,114,172,489,256,730,782,999,515,970,1493,1565,2351,1813,934,1176
Egypt,1478,3,0,613,759,40,1358,3463,2257,1663,2044,1811,850,1867,764,308,1495,1098
Namibia,0,0,0,3148,23891,1709,3680,5407,3084,4223,956,506,413,1474,627,909,873,614
Spain,398,180,2210,408,1876,344,772,1769,1087,1359,1022,747,804,1013,1017,1048,634,571
Singapore,2302,1323,852,1851,7303,9248,619,5756,2243,833,152,341,1213,1066,769,295,440,404
Italy,957,224,48,88,270,224,509,1187,760,805,365,380,317,322,296,323,211,397
"Congo, Democratic Republic of the",0,0,0,4,4,12,25,8,50,55,39,27,9,78,330,251,319,334
Saudi Arabia,7,0,0,6,0,0,11,2,1,0,0,1,6,0,75,1,0,199
Brazil,1871,3673,4609,4643,4085,4486,2676,9626,7485,4387,2579,1529,2481,1293,713,206,100,187
Türkiye,48,20,190,318,719,480,2050,3156,5707,1984,2083,2444,646,811,510,337,220,175
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,102,138
