Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,0,0,0,0,352
United States of America,0,0,0,0,271
Jamaica,0,0,0,0,34
Canada,0,0,0,0,31
Italy,0,0,0,0,15
"Korea, Republic of",0,0,0,0,1
France,0,0,0,0,0
HHI,0,0,0,0,0.605762464
