Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,164,40,17,108,34,47,94,32,30,279,613,1906,3332,4686,6773,12213,13111,13105,22953
Australia,0,0,0,0,0,0,0,0,0,0,0,13,12,41,54,99,6685,9686,10026,15709
China,0,0,0,0,0,0,0,0,0,0,0,0,9,269,179,122,168,85,34,1349
France,0,0,0,0,0,0,0,0,0,0,10,52,131,350,412,809,843,709,725,923
"Taipei, Chinese",0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,779
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,99,113,144,733
Netherlands,0,0,0,0,0,0,0,0,0,0,51,173,177,190,166,529,501,503,540,641
United Kingdom,0,0,0,0,0,0,0,0,0,0,73,0,341,374,440,581,314,139,295,467
Malaysia,0,0,0,0,0,0,0,9,0,0,0,56,0,198,181,246,183,24,35,326
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
Spain,0,0,0,0,0,0,0,0,0,0,0,21,102,163,335,261,259,125,197,289
Italy,0,0,0,0,0,0,0,0,0,0,0,13,79,240,697,638,400,166,205,269
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,75,97,119,108,193
United States of America,0,0,0,0,0,1,0,0,0,0,0,35,53,285,268,237,363,376,152,158
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,45,35,51,138,184,184,89,152
Germany,0,0,0,0,0,0,0,0,0,0,0,47,66,193,105,281,406,112,73,148
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,135,139,20,56,89
Singapore,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,20,29,26,0,75
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,52,149,237,221,192,110,72,13,65
"Korea, Republic of",0,0,0,0,0,0,0,0,8,0,0,0,13,51,301,404,468,286,157,59
Belgium,0,0,0,0,0,0,0,0,0,0,0,33,234,153,112,233,156,110,41,50
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,150,149,125,563,129,108,84,49
"Hong Kong, China",0,13,0,0,0,0,0,0,0,0,0,0,0,16,20,56,13,36,1,42
Greece,0,0,0,0,0,0,0,0,0,0,0,0,13,5,21,23,22,17,35,33
Viet Nam,0,0,40,1,1,0,2,0,0,2,0,0,193,120,0,23,38,8,14,23
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,54,17,0,11,15
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,68,50,59,20,20,0,13
Canada,0,0,0,0,0,0,0,0,0,0,0,0,65,91,100,75,46,22,0,10
Japan,0,0,0,16,107,33,43,82,16,28,115,27,61,42,653,725,435,10,17,7
Myanmar,0,0,0,0,0,0,0,0,0,0,30,61,0,0,0,0,0,0,0,0
Sri Lanka,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,0,0,0,0,0,0,0,0,8,0,0,4,2,0,18,14,11,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,48,62,59,39,16,0,0
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,14,0,7,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,27,0,0,52,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
HHI,0,0.643887023,1,0.805433919,0.968534633,0.90110309,0.80156096,0.711721359,0.082863336,0.7805045,0.156087461,0.127402894,0.103659448,0.070471652,0.115675856,0.105564086,0.4624638,0.684767301,0.710025678,0.619243546
