Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,4,0,2,0,4,0,0,0,1,5,4,1,2,0,5,0,5,2
Australia,2,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,4,0
New Zealand,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HHI,0,0,1,0,1,0,0,0,1,1,0.082863336,1,0.683012702,0,0.401219067,0,0.401219067,1
