Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,817,668,1026,1287,1710,2539,2755,3245,3038,3313,4331,4905,6482,5582,5565,4341,5697,5685
China,1,0,1,1,0,0,5,27,296,92,1,5,376,806,1594,1108,2401,2716
Papua New Guinea,483,492,616,990,1468,1977,2217,1913,1296,1535,1508,2022,2188,2236,2117,1399,1507,730
New Zealand,90,55,71,39,76,200,251,242,510,242,127,46,19,58,86,275,119,541
Indonesia,0,0,0,0,1,58,39,424,0,13,151,32,78,9,4,6,139,438
India,0,0,0,0,19,64,29,39,109,116,156,69,136,251,184,141,216,272
United States of America,3,0,0,0,0,0,0,0,0,1,1,120,5,6,0,0,0,240
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,51,43,126
Singapore,3,0,1,0,10,0,0,0,0,24,7,7,0,6,4,18,100,106
Fiji,1,0,3,1,5,1,5,164,348,581,603,1249,809,1222,766,344,582,101
Malaysia,0,0,0,40,2,1,32,20,1,307,563,561,1284,22,41,2,52,98
Australia,70,22,102,208,73,147,171,414,391,252,1057,104,155,480,147,50,141,93
"Hong Kong, China",0,0,1,0,3,1,0,0,15,0,0,1,96,0,48,97,86,84
Thailand,0,0,0,1,0,65,0,0,16,0,7,172,446,248,58,628,188,72
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,97,43
"Korea, Republic of",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20
Japan,0,0,0,0,0,0,1,0,0,83,10,35,1,0,6,17,26,4
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Belgium,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
Germany,167,98,231,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,1,0,0,0,2,1,3,2,0,0,0,0,0,0
Morocco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,0,0
Netherlands,0,0,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Philippines,0,0,0,0,0,1,0,0,51,0,132,481,889,236,1,1,1,0
Switzerland,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.44454692,0.512426565,0.462547971,0.670874479,0.807624405,0.693584829,0.725808477,0.418207144,0.309440235,0.342046187,0.294032786,0.339490604,0.241070276,0.286518525,0.334326833,0.269111479,0.343514455,0.360651999
