Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,23940,38075,63387,63387,119601,90496,94461,146750,144056,148550,57408,41601,59678,43731,43150,31637,76790,58212
China,1943,3125,3781,10099,15836,9561,13328,25002,29497,50256,21626,6816,15215,15563,15021,8520,11982,24242
Portugal,8254,14543,22334,15293,36694,22312,25122,38279,31438,26712,8729,7419,10511,11738,9521,5655,7569,10240
United States of America,1483,3246,8357,7519,15148,17465,15080,22167,27574,27431,8645,8976,3101,2405,4719,3923,3540,5225
United Arab Emirates,1190,2087,3895,1597,2146,2481,3409,3786,3158,2891,1044,922,1271,886,965,866,2319,2864
United Kingdom,845,1688,1609,5012,7561,8227,5589,9888,13964,7628,3757,2157,1893,1259,1588,1483,2175,2000
France,724,559,3050,3848,5468,5408,6080,8305,5444,7306,1459,2029,10248,1381,1870,989,1127,1970
South Africa,4231,3645,9095,2102,6818,2897,4885,5621,3925,4072,1870,2526,2749,1837,1655,1975,953,1551
Norway,231,1502,1198,984,432,2491,980,250,1443,925,319,578,6521,811,163,1355,842,1266
Brazil,1274,1804,4332,2868,6475,1492,1302,5277,3686,2483,728,853,613,385,262,443,592,878
Italy,583,442,460,767,1645,1312,1422,1854,1864,2372,974,312,634,582,585,276,522,759
Germany,204,584,879,1879,1907,1652,4353,4520,1118,1577,597,1105,393,1173,962,475,835,752
India,121,9,32,103,600,960,420,826,554,236,232,437,163,439,574,518,1329,686
Mozambique,0,1,0,11,0,2,0,0,8,3,138,32,3,4,6,37,0,652
Saudi Arabia,0,0,0,0,19,11,16,56,182,523,627,609,143,141,546,51,203,631
Spain,39,55,455,843,1208,612,861,687,675,882,215,1465,930,643,670,433,726,594
Viet Nam,0,5,0,3,0,1,103,435,2281,1538,190,429,728,287,423,944,2234,544
Belgium,518,2605,736,1952,2854,3159,2079,2062,3504,2854,1440,1529,1376,703,250,445,449,382
Netherlands,305,528,416,181,474,138,404,701,1469,797,803,726,260,270,267,336,255,346
Sao Tome and Principe,0,0,0,0,0,0,0,0,2,85,4,0,1,0,0,0,0,288
Singapore,0,0,27,568,1143,785,903,2496,1310,910,1113,609,499,573,542,116,74,259
Türkiye,0,39,0,69,1,26,174,31,164,33,37,39,29,136,17,10,139,212
Pakistan,0,0,0,204,103,178,404,451,268,1,1,0,0,5,27,69,10,164
Côte d'Ivoire,0,0,0,24,6,1052,0,0,49,0,0,0,0,1,1,8,3,137
Poland,0,0,0,113,136,0,4,1,15,10,304,2,60,2,27,24,68,123
Namibia,0,0,9,914,4014,349,969,2833,761,551,165,45,74,69,100,72,162,122
Egypt,388,104,157,400,460,290,367,367,267,5,48,43,50,23,19,25,148,119
Ghana,0,0,0,19,74,4,1163,76,145,17,24,160,1,2,77,59,363,116
Switzerland,148,22,268,466,385,483,294,505,539,116,353,227,118,150,108,33,16,109
Sweden,40,169,91,45,105,107,142,263,408,329,78,49,48,60,24,92,224,82
"Taipei, Chinese",11,0,35,53,44,82,82,343,90,4,116,70,69,261,47,106,42,68
"Korea, Republic of",94,307,26,355,1216,1113,413,570,2534,600,758,210,76,798,852,1327,19,63
Mexico,0,1,0,65,0,0,7,38,16,352,52,68,69,56,138,1,2,62
Qatar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13,24,54
Thailand,164,177,180,219,188,176,279,749,218,110,53,12,29,14,30,3,18,50
Australia,41,0,0,25,215,991,7,58,84,452,46,23,4,34,7,59,1,41
Denmark,22,0,10,406,147,243,53,153,566,441,134,55,70,157,42,53,106,41
