Importers,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015
World,88,235,122,8637,11237,28302,36536,33473,37612,56546,61703,62759,50286,26181
India,0,0,11,5493,6680,5486,10787,4281,12485,20629,20739,27060,18097,6988
Japan,0,157,8,612,1153,3827,2931,3582,1329,2840,2767,3093,2122,5166
Germany,0,0,0,1145,680,1804,702,1369,3521,4480,4415,12142,7042,5127
"Korea, Republic of",0,26,0,1082,2015,5562,7144,6057,6649,17163,26671,9445,15332,3630
"Taipei, Chinese",0,0,0,0,81,1059,3990,4139,2277,2077,3546,4960,342,2125
Spain,0,0,0,0,0,463,1135,1248,0,0,314,0,1143,1065
Philippines,0,0,0,0,0,1693,1722,470,201,499,1283,1380,780,482
Italy,0,0,0,0,0,0,3,0,0,2,1,12,73,481
Portugal,0,0,0,0,0,0,158,659,0,0,0,0,0,254
"Hong Kong, China",0,0,0,100,0,846,1210,1674,3267,76,117,96,215,216
France,0,0,0,0,0,0,0,0,0,2,161,165,109,162
United Kingdom,84,46,89,196,259,971,371,1169,876,235,268,363,124,124
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,2,1,115
United States of America,3,7,0,0,0,0,0,3,0,0,0,0,0,102
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,75
Singapore,0,0,0,3,47,863,1816,553,797,1645,1194,977,521,55
Malaysia,0,0,0,0,0,118,291,1833,108,111,225,50,31,14
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,1
French Southern and Antarctic Territories,0,0,0,0,0,0,0,1738,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,101,0,0,0,0,0
Australia,0,0,5,2,0,0,0,0,0,0,0,4,0,0
Belgium,0,0,0,0,37,307,202,228,312,607,0,570,1315,0
Brazil,0,0,0,0,0,0,0,0,0,25,2,0,0,0
Sri Lanka,0,0,0,2,0,0,0,0,0,0,0,0,0,0
China,0,0,0,0,201,5302,3862,3531,5690,5800,0,2439,956,0
Greece,0,0,0,0,0,0,0,502,0,216,0,0,0,0
Indonesia,0,0,0,0,0,0,0,253,0,0,0,1,36,0
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,2047,0
Netherlands,0,0,0,0,0,0,0,0,0,140,0,0,0,0
Norway,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,9,0,0,0,69,59,0,0,0,0,0,0
Viet Nam,0,0,0,0,13,0,0,8,0,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,115,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,143,0,0,0,0,0,0,0
Ukraine,0,0,0,0,72,0,0,0,0,0,0,0,0,0
HHI,0.84688627,0.411073069,0.565413702,0.51137852,0.474600829,0.137692094,0.211656567,0.132246064,0.214042895,0.335892049,0.396481536,0.349116078,0.342542771,0.241971487
