Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,34054,40747,38129,61529,78973,87949,108470,177108,267138,277945,343535,418570,637000,774272,880311,1040417,1267884,1123081,1392218,1737107
United States of America,42,0,3,90,746,3181,7724,16208,26158,23046,36505,69743,118101,126535,147313,184963,301326,300951,498982,570529
Germany,11949,14926,12675,21369,23287,23387,21092,27054,38445,35015,40571,40267,57978,74159,88817,101847,114345,104999,102687,158920
Canada,191,961,304,158,169,256,1403,3190,7468,8613,10417,26673,35159,38208,43465,65002,69404,60326,86715,109769
Japan,13974,17242,19908,22209,22224,17870,18535,27425,27966,36371,46954,44958,54499,83129,77959,82607,82501,83142,90017,109616
France,1203,1084,648,1667,3849,5399,4096,7715,17756,16380,21874,26418,48644,62638,78994,83763,55177,50942,54745,99448
United Kingdom,1469,1642,775,6690,16729,18275,26909,42045,48422,54965,62951,82411,97852,92090,109598,108715,102498,68495,66730,89718
Netherlands,710,573,257,2347,1811,1182,1826,5044,10876,8365,13799,18735,28431,33132,45316,51003,78182,70237,86792,84998
China,2,5,18,158,113,98,35,867,5470,8573,7132,9652,15624,25156,34383,50190,51271,65812,63368,67427
"Korea, Republic of",4,24,38,19,155,320,373,1126,1788,3387,4093,6441,12351,15735,16546,22266,27738,33478,40397,54364
Italy,207,190,166,771,1257,4093,5349,9709,14570,11945,14910,13760,21850,35363,31546,36265,35612,32070,32613,48808
Mexico,0,0,0,189,120,706,1009,2533,5238,3500,5079,5191,7449,11710,10321,13456,14764,9987,16996,29170
Czech Republic,59,163,0,6,89,77,161,274,272,356,1053,6243,17294,18767,28631,31020,61439,31684,25141,28008
Spain,67,125,86,498,1358,1123,2146,4230,6474,6231,6904,9667,10243,16231,25777,51145,43536,31232,25664,27729
Australia,40,50,19,15,96,311,581,814,1640,3543,2024,3306,7607,9034,11006,11164,14709,14578,18689,24087
India,0,0,0,5,0,0,222,468,343,678,1082,518,2013,1784,2623,4096,4159,3487,6658,16550
Chile,0,0,55,72,298,357,2252,1975,4126,4083,2977,2194,3996,7587,11050,8788,8057,5730,8866,15583
Belgium,757,1076,1052,297,81,1199,1000,2070,2729,3569,2884,3670,9647,16141,16502,22983,59930,39438,30893,15258
South Africa,5,5,0,0,111,383,841,1200,2043,2466,4333,2493,3482,6151,5547,6586,6415,4062,6349,14414
"Taipei, Chinese",50,70,353,281,375,913,1173,1966,2232,2731,2713,1073,2833,2410,2565,2290,4770,8481,8385,13587
United Arab Emirates,0,0,16,51,12,88,178,612,1982,2899,2604,4281,10115,11769,7641,5520,8665,5735,8488,13022
Thailand,0,2,0,0,27,19,24,40,104,281,731,564,2962,3468,3799,3456,4972,4460,5416,12153
Viet Nam,22,41,0,83,432,99,174,657,1255,452,379,217,1294,1566,2255,3135,10056,7903,6868,9002
Türkiye,0,7,0,73,64,204,378,424,730,1123,1763,1004,1960,2279,2285,2977,2807,3457,3397,8657
"Hong Kong, China",4,67,19,33,117,350,830,1093,2604,3011,2949,3539,5985,10954,8752,10548,11814,8317,7091,8456
Peru,0,0,0,0,0,3,134,263,1191,1149,1225,711,2817,4384,4606,3833,4910,3736,4994,7779
Israel,14,10,18,15,8,130,194,256,411,942,1127,1076,1941,2704,2644,2763,3323,3439,5470,7527
Panama,0,0,0,71,352,973,981,3830,5024,3107,2995,1877,4090,2870,3069,2674,4077,2633,2640,7020
Malaysia,0,0,13,6,1,27,38,139,637,2068,3426,4224,5820,4943,5229,5527,6660,4626,3365,6873
