Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,22897,28979,49625,61101,63538,61177,59274,66656,102880,99753,106104,140581,207671,178468,167501,170344,186683,156428,164980,192757
China,2951,5400,11717,14271,21571,23693,22968,25900,37746,45997,57455,79225,145141,118770,112124,114591,118918,94243,95888,122860
United Arab Emirates,586,1336,2254,4130,5721,2375,2230,2807,24011,5612,2354,4796,6893,8930,8315,8734,18403,15278,19649,19405
Italy,1801,2265,2195,3042,4193,3501,1208,3687,2386,3637,4184,6960,8271,9810,10181,13962,10108,9194,9597,15437
Türkiye,623,775,764,396,397,487,1985,1824,3122,8021,3260,3365,3752,5126,5699,6123,4073,5456,4749,11088
United States of America,1368,941,1596,1513,1270,1523,2217,1309,3222,1973,2067,2206,5046,2545,2723,5681,2977,4589,5538,4866
India,243,563,1301,1740,2641,2344,11081,1730,2276,2905,5700,3852,2642,4068,2957,2546,10213,1268,2598,2791
Spain,121,24,759,5260,750,603,443,2522,3672,254,166,757,687,451,1392,1505,1023,1415,3646,1427
Indonesia,369,371,580,994,983,1001,1200,1088,1268,1037,560,475,462,288,56,285,116,141,4500,1391
United Kingdom,912,987,354,535,255,1695,469,1188,610,4233,1312,1018,4541,3541,2619,1487,2197,1239,700,1364
Poland,21,96,101,93,275,229,385,425,598,427,594,293,821,627,881,573,399,1038,596,1254
Germany,1280,1285,1205,1656,1306,574,652,2125,1404,1344,1668,1491,675,4153,2254,1292,2811,6536,2550,1135
Netherlands,397,1179,1224,1697,1445,1215,2014,874,498,2716,3120,1679,1504,626,1216,2568,1048,2268,470,939
Canada,67,43,277,258,24,24,95,74,335,1554,112,112,117,60,290,75,598,633,316,917
Belgium,369,313,2048,535,627,1743,705,3721,2827,1807,2233,1802,3708,4145,1021,735,1054,606,552,587
Greece,271,254,286,224,137,179,292,291,540,280,204,819,1220,242,678,166,55,184,7,549
France,1921,1452,2773,2490,1239,1029,974,682,219,376,254,442,2691,2529,493,685,536,454,1194,543
Malaysia,1631,1816,2170,2770,4329,3766,2930,3208,3170,4445,3730,3390,3836,2372,1802,1034,1272,855,687,533
Egypt,1106,255,916,1306,1124,2536,750,2976,1478,2092,4737,8690,173,217,3642,968,165,303,1247,481
Czech Republic,0,0,0,15,354,248,120,348,421,65,445,599,201,550,3,43,1487,3834,1282,473
Kenya,121,236,311,76,57,62,281,135,350,89,110,221,38,286,1086,130,1256,180,411,456
Sweden,852,208,189,139,303,1015,232,669,110,294,228,2943,2119,1778,2117,2410,2068,653,533,338
Yemen,28,6,2,6,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,335
Saudi Arabia,831,529,912,436,262,271,554,1554,5407,228,188,445,315,316,693,892,857,772,522,333
Philippines,0,1,61,99,2,4,3,53,6,1,1,28,36,19,5,7,20,1,31,272
Lebanon,1,294,402,2,1,190,11,26,1020,2090,1222,2318,3081,1384,446,11,22,9,10,267
Latvia,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,4,3,259
Norway,822,405,202,73,53,91,113,252,145,101,365,15,669,1482,586,61,496,2221,1441,204
South Africa,586,296,210,165,63,71,520,376,172,92,352,581,177,339,285,733,433,349,1022,201
"Korea, Republic of",2,368,29,161,207,355,61,253,472,383,1622,545,491,479,253,578,245,314,1572,171
Thailand,467,482,362,146,477,262,291,421,574,420,319,161,957,79,76,138,161,165,150,139
Brazil,109,351,8,4,55,65,97,204,75,319,72,347,50,144,96,209,47,129,7,138
"Hong Kong, China",1,11,43,38,91,17,80,8,31,29,13,42,44,7,51,6,56,10,14,129
Japan,281,129,205,77,86,37,61,175,263,43,297,51,121,138,39,52,108,67,107,124
Viet Nam,0,1,0,0,1,1,245,2379,245,14,22,3758,113,186,303,771,811,237,64,108
Israel,1146,4577,11425,14230,8677,5784,1552,1197,1855,1811,1025,1633,605,626,697,237,471,39,169,103
Morocco,0,12,1,1,116,7,8,4,3,9,84,75,4,12,0,10,95,83,12,91
Switzerland,452,68,384,95,82,77,205,514,182,110,145,265,173,52,55,154,139,132,221,83
Finland,20,7,36,3,252,5,1,0,7,0,37,7,7,15,16,1,15,7,127,77
Pakistan,3,25,19,202,790,19,20,75,21,3,519,883,88,42,49,79,30,565,1232,71
Tunisia,1,2,0,458,1,1,0,11,0,47,22,36,0,10,0,2,5,1,5,66
