Importers,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,321,725,1015,0,0,0,0,0,0,0,1863,1473,997,470,1201,811,771,885
"Congo, Democratic Republic of the",8,1,0,0,0,0,0,0,0,0,259,252,131,82,823,315,303,291
Cuba,4,3,0,0,0,0,0,0,0,0,662,346,91,35,139,179,97,242
Germany,7,0,50,0,0,0,0,0,0,0,0,16,1,0,5,2,5,76
France,80,257,22,0,0,0,0,0,0,0,372,286,312,7,22,80,45,42
United States of America,43,72,391,0,0,0,0,0,0,0,36,22,37,31,11,41,35,36
Namibia,1,0,0,0,0,0,0,0,0,0,4,5,8,19,21,14,25,35
South Africa,19,66,76,0,0,0,0,0,0,0,96,180,81,86,17,35,21,28
Qatar,0,0,1,0,0,0,0,0,0,0,6,9,20,0,0,5,11,26
Portugal,0,9,103,0,0,0,0,0,0,0,37,43,33,33,22,42,37,19
Brazil,2,22,0,0,0,0,0,0,0,0,20,13,16,28,24,13,17,13
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,23,16,28,13,4,7,12,9
Australia,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,7
Ghana,21,0,2,0,0,0,0,0,0,0,0,1,1,8,1,1,1,7
Equatorial Guinea,0,0,92,0,0,0,0,0,0,0,0,7,0,0,1,0,0,6
United Kingdom,33,9,30,0,0,0,0,0,0,0,33,20,9,5,2,5,9,4
Netherlands,0,36,1,0,0,0,0,0,0,0,2,8,40,17,1,4,4,3
Spain,0,6,0,0,0,0,0,0,0,0,1,1,1,1,4,2,21,3
Belgium,0,96,96,0,0,0,0,0,0,0,5,41,3,0,3,17,5,2
Congo,0,0,0,0,0,0,0,0,0,0,79,28,8,1,4,1,19,2
Italy,5,0,6,0,0,0,0,0,0,0,2,4,0,0,0,11,1,2
Mauritania,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Norway,7,12,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2
Singapore,0,0,0,0,0,0,0,0,0,0,5,15,0,1,1,0,2,2
United Arab Emirates,0,0,19,0,0,0,0,0,0,0,9,1,5,1,3,0,29,2
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,2,4,19,0,2,2
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
Cabo Verde,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,13,1,1
China,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,1,1
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Guinea,0,2,0,0,0,0,0,0,0,0,1,11,1,0,0,1,2,1
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Mexico,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Mozambique,13,0,0,0,0,0,0,0,0,0,3,2,0,16,5,2,6,1
Nigeria,0,0,0,0,0,0,0,0,0,0,1,6,10,4,0,3,0,1
