Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,134,0,474,1027,676,1062,982,758,434,161,1001,546,1522,771,1817,1661,1538,1649
Cameroon,22,0,18,26,3,103,31,1,9,0,27,12,362,16,102,577,620,362
India,0,0,6,32,7,10,8,104,47,0,20,0,86,0,71,129,212,299
Spain,17,0,24,40,78,27,22,33,45,52,57,82,110,21,151,68,85,267
United Arab Emirates,0,0,43,25,5,66,1,34,80,5,33,11,57,83,54,94,106,259
Morocco,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,178
China,0,0,38,267,329,384,12,475,123,78,678,274,366,455,1135,602,381,99
Italy,18,0,0,391,87,90,0,0,0,0,122,0,9,147,15,0,8,84
Tunisia,10,0,0,0,0,40,0,1,2,10,0,0,22,0,0,0,0,28
France,60,0,31,174,25,114,534,25,45,12,44,17,80,1,114,17,7,25
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,22
Egypt,1,0,65,18,104,0,0,60,78,0,0,99,15,16,51,11,28,11
"Hong Kong, China",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7
United States of America,0,0,0,0,0,0,28,0,0,0,0,0,0,0,27,0,16,3
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Belgium,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,2
Chad,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,177,9,16,0,0,0
Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
Eritrea,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,12,0
Ireland,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Japan,0,0,0,0,0,0,173,0,0,3,6,0,0,0,0,0,0,0
Lebanon,0,0,0,17,0,0,0,0,0,0,1,9,38,0,0,19,36,0
Namibia,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0
Netherlands,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0
Nigeria,0,0,1,0,0,0,0,7,3,0,0,0,0,0,40,6,0,0
Portugal,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,5,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,0,0,0,13,0,20,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,40,0,0,69,53,0,3,0,0,3,0,13,0,49,0,0
Togo,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0
Turks and Caicos Islands,0,0,15,0,26,1,6,15,0,0,0,0,0,0,19,29,15,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
HHI,0.254133796,0,0.237071249,0.279541104,0.330245071,0.208483164,0.448411508,0.48898246,0.158649035,0.30950922,0.561409062,0.340897223,0.166649072,0.460626865,0.513439521,0.337854816,0.320218192,0.175029952
