Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,37,30,76,57,804
United States of America,17,1,34,15,610
India,0,0,0,0,133
Jamaica,0,0,13,37,25
Canada,5,9,11,4,20
"Hong Kong, China",0,0,0,0,10
Italy,0,0,0,0,6
Spain,0,0,0,0,1
France,16,0,1,1,0
Saint Lucia,0,20,17,0,0
HHI,0.160679523,0.365471294,0.182736901,0.40832507,0.64260481
