Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,29604,36320,46451,57446,55554,83607,86939,104498,113224,142784,175771,259466,317804,424321,457407,566506,755749,836837,1164458,1216903
China,1835,3163,3504,4067,5236,5898,6308,10507,20699,27227,30699,63186,94479,143967,159491,219449,336622,389659,611055,666760
"Taipei, Chinese",5197,6919,8501,10616,11399,18559,20576,32366,23186,28961,35222,36624,26403,41659,47002,51471,62093,88457,165769,174656
Viet Nam,861,975,3094,3557,3402,4582,5601,9147,12460,20515,30784,30138,34820,37705,46498,59712,91588,102605,108839,115870
Thailand,3464,3216,5228,5677,7791,9780,6606,10303,12351,15940,22865,36979,52120,83218,89981,102893,103656,105870,101463,97590
"Hong Kong, China",10953,13456,14380,18054,14633,20499,15982,18521,17659,22600,29193,41953,29318,28032,34174,33121,41383,42947,56984,38260
Japan,394,124,70,199,51,355,241,243,267,323,307,1711,14757,24782,21556,22509,28697,25041,22280,28646
"Korea, Republic of",545,775,1003,3238,2664,7093,6809,6688,7230,8355,10166,16823,13369,16947,12370,10755,11836,12621,16524,21217
Saudi Arabia,0,60,0,42,0,0,0,440,68,702,1362,1562,1807,3118,7511,9043,11832,14236,16077,15161
Singapore,1893,2123,2820,4260,3729,10135,10410,8591,8625,3771,2190,4532,7166,10488,6080,8112,8356,14690,21768,12777
United States of America,161,92,135,331,336,497,4213,642,704,708,764,1712,4478,5971,4791,9425,15779,13690,9654,10852
Malaysia,2747,3371,4832,5330,3860,4242,4413,4371,6593,6950,5007,10237,7448,8767,5767,8210,10846,10548,13779,10725
United Arab Emirates,8,1,7,1,3,13,8,23,39,10,254,912,1502,513,1607,1904,1415,1911,2348,4974
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1108,4210
