Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,4,0,60,134,41,63,88,37,17,415,6063,11370,1058,2155,2304,654,587,963
Cameroon,3,0,0,0,0,2,7,4,0,0,0,0,12,0,1,86,425,759
France,2,0,48,113,3,32,17,9,0,9,28,60,34,0,679,4,30,202
United States of America,0,0,0,0,2,0,0,0,0,0,5999,0,0,0,24,0,119,2
Angola,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,7,13,0,4,10,7,0,0,146,0,4,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0
Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0
China,0,0,0,0,0,0,6,0,0,332,0,196,0,162,19,27,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0
Denmark,0,0,0,6,0,0,5,0,0,0,0,0,3,41,0,0,0,0
Germany,0,0,0,0,0,0,7,0,2,0,3,0,25,0,0,46,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Greece,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0
Israel,0,0,0,2,5,0,0,0,0,0,13,370,0,0,0,0,0,0
Italy,0,0,5,3,3,1,5,6,5,0,1,10719,376,207,281,235,0,0
Japan,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Lebanon,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,1,7,0,0,0,0,0,0,8,52,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Poland,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
India,0,0,0,0,0,0,2,0,0,0,11,0,0,0,2,0,0,0
South Africa,0,0,0,0,2,5,0,0,0,0,0,0,0,297,0,0,0,0
Spain,0,0,5,5,9,5,0,9,0,4,3,10,128,0,0,0,0,0
Sweden,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,4,6,269,0,0,0,4,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
United Kingdom,0,0,3,0,0,0,7,0,0,0,0,0,0,4,886,0,0,0
HHI,0.663316954,0,0.620356614,0.761805331,0.059648483,0.302829734,0.097077825,0.069682809,0.214732409,0.664963529,0.983694577,0.909134791,0.253264918,0.441757241,0.308070996,0.275238156,0.583797209,0.563704955
