Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,4413,5558,7891,9307,10231,7400,11261,10128,18449,12426,13403,10436,8257,8327,13563,8396,8602,8305,7838,12219
Brazil,443,3301,6070,5095,8318,5369,8699,8010,11982,10056,10175,8288,6100,6986,9773,5812,5751,6134,6028,9026
Portugal,815,817,782,1519,1146,1274,952,919,1482,1168,1368,872,609,673,1079,1063,961,737,1010,1121
Spain,175,33,33,78,36,49,86,82,247,130,137,151,130,40,312,464,398,773,527,745
France,551,0,25,34,14,3,16,6,6,7,1,2,2,1,0,1,1,1,2,385
Colombia,0,0,0,0,0,0,0,59,118,49,65,131,62,27,136,116,47,0,0,253
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,165,307,31,28,28,0,226
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,172
United Kingdom,160,212,271,259,520,95,144,68,162,88,157,78,495,123,151,91,113,108,63,61
Netherlands,1027,420,182,209,160,157,98,437,479,85,95,112,70,82,82,210,162,97,98,46
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,545,0,11,34
Argentina,0,0,0,17,0,16,33,22,89,99,123,128,69,75,456,35,13,0,26,31
United States of America,5,4,6,6,4,22,37,38,50,52,203,60,51,53,63,182,56,182,30,31
Germany,40,494,455,0,0,0,1,45,7,39,72,56,81,0,97,29,167,4,3,24
Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
China,0,0,0,0,1,5,4,40,70,6,8,1,15,8,18,38,5,3,3,17
Senegal,0,0,0,0,0,38,0,1,0,0,0,1,0,55,88,2,3,5,12,10
Italy,2,1,7,1,1,5,3,7,12,7,10,5,3,0,147,31,20,9,1,4
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,1,7,4
Türkiye,0,2,14,6,5,0,0,0,11,8,7,21,7,21,4,2,0,0,0,3
Algeria,0,0,0,0,0,0,0,0,0,309,884,0,0,0,298,0,0,0,0,1
Bangladesh,0,0,0,0,0,0,0,0,0,0,1,1,6,5,2,6,5,0,5,1
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United States Minor Outlying Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
Albania,24,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0
Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Belgium,1166,273,0,2070,12,1,1,84,21,11,1,0,62,14,1,127,278,74,2,0
Bulgaria,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Canada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Denmark,2,0,0,0,1,0,0,0,0,4,4,0,2,0,0,0,2,0,0,0
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,0,0,7,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0
South Africa,0,0,1,12,0,362,277,73,413,131,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,0,0,0,0,0,0,51,216,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,44,0,0,0,0,0,2919,0,0,0,14,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,5,0,0,0,1,1,0,0,0,0,11,17,16,37,0,0
Egypt,0,0,0,0,0,0,0,23,335,175,0,530,479,0,399,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
HHI,0.214199036,0.453016272,0.68912726,0.457539678,0.757663112,0.655754505,0.705355356,0.732954748,0.583827615,0.760537289,0.698132231,0.73418958,0.669687461,0.788872655,0.653997903,0.627886296,0.600576174,0.667237193,0.713319333,0.679985406
