Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,6,0,8,4,44,9,3,0,3,139,274,42,14,24,67,35,0,1
Australia,1,0,2,0,21,1,0,0,0,71,3,4,0,0,0,0,0,1
Bangladesh,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,23,0,0
China,0,0,0,0,0,2,3,0,0,0,91,0,8,12,65,11,0,0
Fiji,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"Hong Kong, China",0,0,1,0,0,0,0,0,0,0,146,2,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Malaysia,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
New Zealand,1,0,0,0,0,5,0,0,3,0,2,0,5,2,3,0,0,0
India,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,4,0,3,2,0,1,0,0,0,11,0,35,0,9,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HHI,0.307007204,0,0.060660172,0,0.002492735,0.23728097,1,0,1,0.195066314,0.384807393,0.682914004,0.237266584,0.125827152,0.901609191,0.072806663,0,1
