Exporters,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,2843,4392,3346,4589,8767,15599,14410,30354,19853,29529,14724,10669,22426,26578,20988,6898,13897,9848
Brazil,593,532,383,328,2729,6770,6342,15025,10351,16262,4996,5893,10963,8526,9738,3712,6418,5420
Argentina,1621,2411,1689,2962,4123,6417,4732,9963,5274,8609,6415,3118,8069,8821,5185,2817,4822,2364
Portugal,56,806,152,63,196,113,187,584,261,174,55,72,230,98,46,106,163,489
Paraguay,191,0,450,229,394,841,725,212,399,833,373,118,125,37,25,0,88,366
Türkiye,0,0,0,0,0,0,0,37,0,272,113,0,0,181,207,0,137,292
Uruguay,0,0,253,85,5,29,92,3,156,28,250,0,0,0,72,0,0,179
Lebanon,0,0,0,0,91,135,61,0,515,944,545,140,55,71,40,0,0,98
Germany,0,0,0,0,0,0,0,1,22,56,34,0,66,224,0,0,35,94
Belgium,0,0,2,7,30,36,90,39,222,330,63,10,31,19,64,23,101,91
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,49,207,100,0,164,84
China,0,0,1,0,6,143,174,173,32,4,1,0,1,125,57,6,0,76
Peru,0,0,0,0,0,0,0,0,0,267,425,410,786,475,441,0,67,73
Netherlands,241,4,5,22,34,0,218,188,32,0,1,0,0,0,88,12,34,52
India,0,0,0,1,32,0,0,4,32,124,523,384,486,343,231,3,0,36
Italy,1,1,0,209,0,66,76,0,181,0,0,0,0,0,0,0,2,31
Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,22
Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,42,0,59,0,0,21
Israel,0,0,0,0,0,0,8,17,10,0,0,12,8,0,18,15,6,15
South Africa,4,6,20,13,29,37,9,18,133,58,1,32,71,178,7,3,10,15
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,0,0,9
Spain,0,0,0,0,0,70,106,21,36,0,0,0,0,15,6,13,7,5
United Arab Emirates,0,0,0,0,0,0,34,94,0,4,1,0,0,4,83,0,67,2
Namibia,0,0,0,0,9,1,4,1,0,4,0,0,0,0,2,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,0,0,0,44,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Azerbaijan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
Austria,0,0,0,0,0,0,0,0,0,78,168,0,0,0,0,0,0,0
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
Canada,0,0,0,57,300,0,69,346,0,126,0,0,28,41,118,21,0,0
Congo,0,0,0,0,1,42,36,161,86,2,12,3,5,0,2,0,0,0
"Congo, Democratic Republic of the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0
France,0,0,0,1,2,6,9,0,134,1,1,0,1,52,0,0,89,0
Greece,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,247,0,0,0,339,54,0,0,0
Indonesia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
Jamaica,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,38,0,0,0,583,400,0,0,0
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,3208,1472,0,0,0
Mauritania,0,0,0,0,0,32,168,303,254,100,28,0,0,0,0,0,0,0
Mexico,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0
New Zealand,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0
Nicaragua,0,0,0,0,0,0,0,345,119,0,107,0,0,0,0,0,0,0
Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,476,520,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,0,38,0
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,28,167,0,0,0
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Syrian Arab Republic,0,0,0,0,0,0,94,76,0,0,0,0,0,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,363,24,43,41,51,439,229,37,0,27,726,278,341,0,0,0
United States of America,136,633,26,76,738,818,1033,1919,1368,827,610,448,688,2168,1275,100,1635,0
HHI,0.410399239,0.370881472,0.371385224,0.555592619,0.446664461,0.488570589,0.443299075,0.50025463,0.48001304,0.536354185,0.43460472,0.486336217,0.494099715,0.363411358,0.441322643,0.557743716,0.467933784,0.501029843
