Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,58,41,52,16,254
United States of America,37,0,0,0,113
Dominican Republic,0,0,0,0,94
France,0,0,0,15,27
Brazil,0,41,0,0,12
Canada,20,0,0,0,8
Chile,0,0,0,0,1
Belgium,0,0,0,1,0
China,0,0,0,0,0
Germany,2,0,0,0,0
Jamaica,0,0,52,0,0
HHI,0.351668513,1,1,0.793716712,0.309026443
