Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,6,0,0,0,161
United States of America,1,0,0,0,138
Canada,0,0,0,0,23
Trinidad and Tobago,0,0,0,0,1
France,0,0,0,0,0
Italy,0,0,0,0,0
Jamaica,5,0,0,0,0
HHI,0.487310034,0,0,0,0.690022927
