Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,171,114,166,293,790,2022,2778,1448,2441,3799,1939,1089,2074,2025,1663,2265,2358,2307,3142,2986
Côte d'Ivoire,0,1,36,16,5,125,652,601,329,1078,859,356,663,546,823,854,617,629,1189,1250
Benin,0,0,49,214,709,1722,1934,593,1844,2369,739,311,900,456,135,716,1197,858,747,703
France,14,32,27,37,33,81,110,92,87,179,107,110,79,226,130,136,235,107,625,523
Belgium,66,50,4,3,3,13,22,64,78,62,86,114,117,171,126,145,111,155,199,108
Netherlands,0,0,0,0,0,0,0,0,16,59,116,158,254,532,397,331,130,171,123,78
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,68
Ghana,17,2,2,1,6,24,20,20,28,27,11,5,14,1,2,5,7,109,54,67
Togo,63,28,37,18,34,15,2,1,11,10,2,1,1,0,5,0,0,2,7,36
Senegal,9,0,9,0,0,27,9,32,27,12,10,11,16,24,15,15,20,29,37,35
Spain,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,17,12,24
Germany,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,7,4,1,23
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,5,20
South Africa,0,0,0,0,0,10,0,7,4,0,0,0,0,0,0,14,1,0,0,19
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
China,0,0,0,0,0,0,4,12,3,3,7,16,1,34,6,3,22,79,52,6
Italy,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,9,6,6,8,5
Argentina,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,18,3
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3
Brazil,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,2
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,1
Japan,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Lebanon,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mali,0,0,0,0,0,0,0,9,4,0,0,5,4,11,4,2,4,0,6,0
Niger,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,0,0,3,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0
India,0,0,0,0,0,0,23,0,6,0,0,0,0,5,0,21,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
United Kingdom,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HHI,0.242148046,0.233126507,0.169174464,0.606982034,0.838487408,0.782607483,0.613733497,0.431214683,0.68483281,0.530722904,0.402959836,0.256431287,0.387073798,0.264370768,0.421511499,0.354164547,0.424906568,0.307654373,0.334492839,0.374877672
