Exporters,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017
World,98,95,30,17,7
United States of America,32,16,11,10,7
China,0,17,0,7,0
Dominican Republic,0,48,0,0,0
France,0,7,0,0,0
"Taipei, Chinese",0,0,19,0,0
Panama,0,6,0,0,0
"Venezuela, Bolivarian Republic of",66,0,0,0,0
HHI,0.141167932,0.222435181,0.084364644,0.037303363,1
