Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,2845,2101,5880,6437,5008,5964,6495,9224,12489,19101,19892,10868,12039,17408,17062,21847,19438,22235,31665,39079
Uganda,191,174,320,720,468,291,32,676,516,1163,945,643,0,1666,2743,4461,3381,4354,5529,9443
China,9,28,164,1297,317,263,281,377,733,3043,2049,860,1895,2041,2484,4014,3605,3833,5806,8584
Kenya,1177,535,1163,1207,1499,2012,2487,2068,2138,3753,3954,1773,0,5745,4347,3728,3746,3502,4686,4990
"Congo, Democratic Republic of the",3,0,0,0,0,13,51,12,4,634,0,0,0,0,0,2,64,1474,2972,2537
Saudi Arabia,32,0,4,51,29,37,19,810,987,74,232,762,162,63,14,867,0,482,1208,2404
India,74,68,70,123,375,575,802,638,952,1073,835,758,143,876,1110,1534,2057,832,2076,2367
United Arab Emirates,160,101,340,250,181,401,293,250,475,495,898,599,151,729,1281,2140,2758,1806,1793,2250
"Tanzania, United Republic of",38,38,238,417,631,87,1288,1234,1331,715,2750,456,0,1334,1220,1064,991,1834,2441,2222
Viet Nam,0,0,0,0,0,0,0,0,0,0,0,4,1,9,0,53,66,404,563,857
"Korea, Republic of",147,0,0,88,494,6,93,41,124,35,370,391,188,277,203,300,241,308,564,824
France,31,50,260,406,52,161,30,2028,854,944,1039,810,2310,1074,575,857,352,327,284,350
United States of America,1,72,413,223,218,0,6,17,1315,1530,550,97,101,285,314,309,649,577,863,281
Rwanda,6,0,1,28,53,549,13,170,307,1173,2195,1003,0,284,107,235,178,121,114,276
Germany,0,31,391,478,18,100,17,47,158,196,426,280,336,283,72,114,103,227,137,214
Egypt,0,0,0,1,2,6,28,26,14,4,8,4,658,12,7,98,84,192,177,195
Zambia,0,0,8,1,0,11,0,2,2,1,0,0,0,3,1,68,3,0,1,195
Belgium,510,235,475,371,380,637,593,561,1049,999,1194,935,446,606,1111,269,288,449,317,192
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,76,7,32,4,39,77,110,138
"Hong Kong, China",0,0,0,0,0,0,0,0,0,44,34,58,13,4,36,11,95,70,101,121
United Kingdom,7,32,60,99,0,84,5,0,102,34,5,5,124,4,9,16,24,52,19,108
Norway,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,77,0,0,0,90
Indonesia,0,0,0,2,0,0,0,0,0,1,51,0,4,94,65,71,68,125,73,74
"Korea, Democratic People's Republic of",0,0,0,0,30,69,0,0,102,145,75,0,0,34,21,27,15,29,35,50
South Africa,228,132,70,168,70,110,29,68,68,43,6,184,87,69,8,95,33,50,48,50
Switzerland,1,28,18,5,14,92,72,35,58,11,322,180,210,36,5,30,44,62,15,49
Thailand,0,0,97,0,1,248,13,5,238,1692,1137,730,30,45,281,1,0,0,0,47
Türkiye,0,0,0,0,0,0,9,8,159,273,333,4,122,12,5,76,18,12,6,43
Italy,110,73,135,113,102,65,117,67,66,105,104,45,232,1002,437,52,43,97,52,35
Greece,4,0,3,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,24
Denmark,0,279,34,120,4,52,108,1,56,296,137,52,0,613,17,782,112,72,226,15
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,13,4,10
Netherlands,17,154,8,21,31,0,38,2,0,49,150,41,14,36,32,113,32,26,95,10
Canada,0,0,0,1,0,1,0,0,0,1,30,54,0,85,182,2,164,165,132,7
Pakistan,0,0,0,0,0,0,0,0,59,0,2,0,0,0,1,208,8,5,70,5
Ireland,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,4,4
Qatar,0,35,39,25,6,0,0,0,40,0,0,0,43,0,31,0,1,0,45,4
Spain,13,1,2,0,0,93,0,48,221,7,0,1,231,41,1,3,7,0,4,4
Japan,0,0,0,16,1,0,0,0,142,3,0,18,0,0,0,1,1,29,0,3
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Senegal,0,0,0,0,0,0,0,0,0,19,0,2,38,0,0,1,0,0,2,2
Malawi,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
Oman,0,0,0,42,1,0,0,0,0,0,0,0,0,1,21,0,47,53,0,1
Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Albania,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Australia,0,0,0,0,0,0,0,0,0,2,0,0,0,1,16,13,7,13,9,0
Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0
Brazil,60,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Burundi,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0
Cambodia,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
