Importers,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017
World,27,0,0,1,11
United States of America,27,0,0,1,11
France,0,0,0,0,0
HHI,1,0,0,1,1
