Importers,Exported value in 2003,Exported value in 2004,Exported value in 2005,Exported value in 2006,Exported value in 2007,Exported value in 2008,Exported value in 2009,Exported value in 2010,Exported value in 2011,Exported value in 2012,Exported value in 2013,Exported value in 2014,Exported value in 2015,Exported value in 2016,Exported value in 2017,Exported value in 2018,Exported value in 2019,Exported value in 2020,Exported value in 2021,Exported value in 2022
World,0,0,30,0,0,0,0,0,0,0,0,0,166121,176354,292309,299949,289646,200031,474855,162729
China,0,0,0,0,0,0,0,0,0,0,0,0,115044,147190,245953,220965,252960,190063,404868,156397
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,51078,28379,44495,58745,31751,7409,69085,2876
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,482,0,1705
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,430
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,0,785,4,85,88,1800,436,393
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,12,0,51,329
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,408,285,0,38,221
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,81,0,194
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,422,22,0,153
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,13
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,7
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,3
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,122,0,0,22,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,110,0,0,0,0
Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,1270,1810,0,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,105,0,0,0
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Viet Nam,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,17581,0,0,0,0
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,87,0
HHI,0,0,1,0,0,0,0,0,0,0,0,0,0.172806012,0.645123046,0.767024724,0.67415711,0.83164857,0.924101053,0.797407252,0.947855596
