Exporters,Imported value in 2001,Imported value in 2002,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018
World,3294,2037,1169,1467,2047,3792,4704,5072,3646,6686,6513,4957,6983,6444,6506,4621,5722,6864
China,162,120,41,83,320,554,522,720,310,707,766,972,916,1667,1814,1220,2063,2568
Fiji,285,106,0,0,0,32,19,57,77,79,185,124,453,429,262,155,660,1584
Papua New Guinea,2558,1337,852,958,1117,1464,2012,2221,1387,2617,3354,2104,1718,1502,1662,1721,1285,1096
Thailand,0,251,68,191,137,1102,1254,1505,1500,1732,1112,732,2626,920,1202,695,933,423
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
Philippines,0,0,0,0,0,88,165,207,134,311,346,448,644,775,539,335,317,319
Australia,103,82,106,137,164,178,182,184,112,423,236,293,464,925,744,171,229,200
Malaysia,55,58,25,28,62,150,150,102,79,131,54,215,142,159,197,183,176,196
New Zealand,13,0,0,0,0,1,0,0,4,0,4,9,7,11,6,61,52,56
"Hong Kong, China",2,0,8,1,13,1,30,2,2,5,2,1,8,3,76,12,2,5
Singapore,17,8,11,13,104,211,66,2,1,5,4,0,1,0,1,1,6,4
Chad,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Bosnia and Herzegovina,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Chile,79,3,35,30,79,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
Indonesia,1,0,1,0,1,0,0,0,29,291,325,60,0,2,1,57,0,0
Italy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Japan,0,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Korea, Republic of",0,0,0,0,0,0,0,0,11,29,0,0,0,0,0,0,0,0
"Taipei, Chinese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vanuatu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Peru,19,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
India,0,0,0,0,0,0,0,0,0,356,82,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
Switzerland,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0
United States of America,0,0,24,25,45,9,0,0,0,0,0,0,0,2,1,0,0,0
HHI,0.690949921,0.512728054,0.618112435,0.513447705,0.412234898,0.301614512,0.317170621,0.343432388,0.394986022,0.287079648,0.409570794,0.275651745,0.278131671,0.193594764,0.234667496,0.304791587,0.248960665,0.254983518
