Exporters,Imported value in 2003,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,493,15,1691,2475,1293,2155,1788,3303,931,1324,1964,1279,3341,22291,80720,70700,29723,28949
Cameroon,109,0,635,543,351,241,44,188,116,394,309,319,390,7460,22840,12578,15864,23018
Uganda,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2992
United Arab Emirates,0,0,300,97,128,406,0,518,294,146,496,462,823,577,1375,1250,954,1013
Senegal,0,0,0,0,0,0,0,830,131,0,327,155,187,0,49,284,377,687
France,211,0,451,1021,548,1168,488,1291,307,564,383,60,591,313,509,484,780,464
China,0,0,0,7,0,0,12,45,0,45,0,0,21,13276,55484,40102,9665,249
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,149
Spain,0,0,0,0,0,0,0,136,0,133,144,28,57,187,310,406,211,104
Lebanon,0,0,0,0,0,3,46,0,0,0,2,0,0,0,28,34,20,99
South Africa,0,0,7,0,23,0,208,0,0,0,0,0,974,53,0,0,413,47
Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Türkiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,34
Belgium,15,0,155,206,160,132,0,130,0,0,83,0,30,0,27,101,0,24
Nigeria,0,0,14,0,0,0,91,0,0,0,0,0,0,6,0,0,0,18
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,9,4,2
Chad,0,0,0,0,0,0,101,0,0,0,42,86,49,0,0,14973,1216,0
Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
Congo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
"Congo, Democratic Republic of the",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0
Gabon,79,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2,0,0,0,0,0,109,0,0,0,4,0,90,24,5,0,3,0
Greece,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iran, Islamic Republic of",0,0,0,0,0,0,0,77,21,0,0,0,0,0,0,0,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Italy,0,0,27,167,62,0,57,0,0,0,0,0,0,1,0,0,0,0
Côte d'Ivoire,0,0,0,0,0,0,0,2,0,0,99,118,104,378,0,0,0,0
Japan,1,0,3,0,0,0,256,0,0,0,0,23,0,0,0,13,0,0
"Korea, Republic of",0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
Malaysia,0,0,0,0,0,0,0,22,30,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,50,0
Netherlands,21,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
Nicaragua,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0
Saudi Arabia,0,0,0,36,20,32,0,0,0,25,0,0,0,0,0,0,0,0
Viet Nam,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
Eswatini,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,22,0
Switzerland,0,0,0,221,0,0,34,16,11,10,14,18,0,12,0,15,0,0
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Togo,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,0,0,0,0,0,0,84,44,0,0,0,0,0,0,0,0,31,0
Turks and Caicos Islands,0,0,0,0,0,0,30,0,0,8,6,0,22,0,0,0,13,0
Egypt,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0
United States of America,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19,0
HHI,0.28302386,1,0.291941923,0.274648742,0.244996181,0.346313738,0.151743856,0.305287028,0.22029554,0.291665945,0.178802589,0.245424063,0.228968224,0.574096564,0.650021503,0.503099351,0.517274487,0.737557221
