Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
World,899,608,2981,7906,355,179,36,308,1758,2393,2135,1672,878,30,12568,2916,2080,2180,18508,27844
"Congo, Democratic Republic of the",859,532,2869,7774,127,0,0,0,0,0,25,1100,0,0,10288,188,0,0,15628,24516
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334
Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,986,489
South Africa,39,75,109,114,198,161,33,41,1678,340,3,12,144,27,17,17,107,668,1829,393
United Kingdom,0,0,0,14,26,0,0,0,0,5,0,0,0,0,224,106,154,87,0,108
China,0,0,0,0,1,14,0,0,62,7,7,31,100,3,0,12,1,35,55,4
United Arab Emirates,0,0,3,4,0,0,2,1,13,0,0,1,7,0,1,0,0,0,0,1
United States of America,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,6,1
"Korea, Democratic People's Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0
Belgium,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,245,0,0,0
Botswana,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,0,0,0,0,0,0,0,0,0,295,0,199,0,0,0,0,0
"Hong Kong, China",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
"Korea, Republic of",0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,726,671,487,0,0
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0
Malaysia,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,65,105,0,0,0
India,0,0,0,0,0,5,1,5,0,41,34,8,0,0,336,1368,292,303,2,0
"Tanzania, United Republic of",0,0,0,0,2,0,0,0,0,2000,2066,521,49,0,307,69,145,0,0,0
HHI,0.851448958,0.602764363,0.912749462,0.966822528,0.397025436,0.771128397,0.807804524,0.722322268,0.910355844,0.724925593,0.94191235,0.540761285,0.187298053,0.677488313,0.742045139,0.327489928,0.163108913,0.180301917,0.761794171,0.821723178
