2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0.0,3.1067416304988e-05,0.0,0.0,0.02004395086653785,0.0,0.1566232359402088,0.177603755,0.0,6.52e-05,0.0,0.000312385793760722,0.000123653914998252,4.56493762884e-05,0.031066639885492957,0.032372225632111264,0.023158932533183636,7.2586671719999996e-06,3.9e-06,3.90556374e-06
0.002235541472646854,0.0020612558214302876,0.003594710931048933,0.000826888619550575,0.00081834967274292,7.84e-05,9.239915389075499e-05,0.001386404707584446,0.00144960709215285,0.000260271781408066,0.000328183634958395,0.00061096701765373,8.4848582311827e-05,6.354459633011699e-05,5.597113120529e-05,2.90580539886e-05,3.9034763359999994e-05,6.4799196988648e-05,2.79145149504e-05,4.6682627437225004e-05
0.00033583321959968003,0.00011274483884492,0.00020741980102843998,0.00022445762303561999,4.74e-05,7.998183716709998e-05,1.309683111476e-05,0.0003444171254624,1.03e-05,0.001296414860454,0.0044303198284876295,0.00559474224313224,0.00436803642673046,0.00272250005466572,9.402413757841002e-05,9.652130592389999e-05,0.00015260537673585003,0.00022376039960786,0.00026438692860359997,0.00025041893469704
0.0,0.0,0.0,4.48e-06,1.09e-05,0.0,0.0,0.0,0.0,2.17e-06,0.0,0.0,1.6e-06,0.000901885192397728,0.00134500904859783,0.000808734,0.001260185,0.0,0.0,0.0
6.63e-05,0.0,0.0,0.0,0.0,0.0,2.35e-06,5.62e-06,2.57e-06,3.1824915288e-06,0.0,3.3000877214399995e-06,1.2536733695999998e-06,4.89e-06,1.21e-05,0.000232175842323312,3.6848681397e-06,6.5666859850000005e-06,1.1337380168e-06,5.823376512e-07
9.7904331726804e-05,1.9466382986400002e-05,4.4981820624e-06,2.39048185596e-05,4.74e-05,1.02695153475e-05,1.3310430625799999e-05,1.9495065562499998e-05,4.10565873198e-05,6.80309140599e-05,4.3178385068e-05,3.07242011506e-05,3.8988923546033994e-05,0.000434078983123046,0.00032986633543336804,2.7610456299785e-05,2.8799492330082e-05,3.1269609992062e-05,2.6599432220383996e-05,9.658240678179e-05
0.03925136553883846,0.038273693292804514,0.053228014468514225,0.06748126538229061,0.06343681742352636,0.05629699899767832,0.061984577764145246,0.028834329545589017,0.07237995244764057,0.07419854077630791,0.06931672078022784,0.051027300482368844,0.09165122954708603,0.06528870499420107,0.0604746131655322,0.10932325531097102,0.06569434124140128,0.043881291633334304,0.029195745807252337,0.022931310685822954
0.000279767250900368,5.5298565150350005e-05,3.73426868412e-05,0.000258102916622145,0.0009755381735772919,0.00016936138015715,2.14731905556e-05,4.5199186864e-06,6.116712940407301e-05,5.9514332343479e-05,2.7240631786854e-05,4.308879683381e-05,5.9856692544e-06,2.0735204755200002e-05,1.770429667776e-05,0.000519602979633919,4.7e-06,4.4201251004e-06,1.8099962946e-06,0.0
3.68e-06,8.032222967999999e-07,0.0,6.27e-05,0.010776337820065117,0.024551157831098267,0.08892492879460698,0.16084114067276695,0.023438479177526002,0.02205115646375878,0.012191637763824259,0.00312115684800474,0.000214948513805805,1.8366281722344e-05,8.309554712e-06,0.00018844034149484798,0.00028724654211958296,2.7338191016955e-05,5.6380147794726e-05,0.000676871919474205
0.000192671380881252,0.00030477820662297997,0.008921678896656621,0.005079446291110164,0.0040426131524186944,0.0014920463067362361,0.0013772999740351319,0.0005497014884383681,0.0007851812411182361,0.004872108728496085,0.002545439162464492,0.001015904482874736,0.002171194682775058,0.00029770556603078404,0.0008042883298966041,0.000924642752617514,0.00040982088201252007,0.0006912678300237121,0.001051771375094055,0.000516701941576548
0.00995587133032232,0.007590797424820568,0.008106087647147457,0.011209451887985826,0.008975192187226916,0.000876454366170076,0.00061844091938395,0.0057343442850640615,0.0019899280819818403,0.001678577474252052,0.0030442997074934565,0.001278161354419752,0.0022053654345046414,0.008251580813931401,0.021841755417538196,0.03230861573602432,0.032586115596566045,0.03284904176469753,0.02059179352907043,0.016257830673745314
4.79e-05,0.0,0.0,0.0,0.0,2.37e-06,4.47e-05,3.56e-05,2.5149403105800004e-05,1.96e-05,9.882008794000001e-07,0.0,8.3232792864e-06,0.000518732,1.332162473e-06,8.46717418e-08,5.6634875352e-06,9.771300154000002e-07,6.378588284e-06,2.9055683976000002e-05
4.1889010632e-06,2.01e-05,2.08e-05,2.59637124162e-05,2.82744095896e-05,2.2151937550000002e-05,3.8331117364625e-05,0.002060303,0.002763824,0.001151878885182032,0.00120263,0.000515941155919926,1.44e-05,0.0008955572973196101,0.0004963994598235651,6.782593147437e-05,0.000656109276304048,1.86039596568e-05,5.1791686619332e-05,0.00020759135652145802
0.00797981216602704,0.005368424676173287,0.030142255567512845,0.04998719666236444,0.049921189632893735,0.07542362320365475,0.07589168409082547,0.02734252756497745,0.02665396350947233,0.03124737643606602,0.02184893061352344,0.007008372392654593,0.03671277414834652,0.0402032953329208,0.05035442869079856,0.03473962645656928,0.024071676130936734,0.007108110616924187,0.008137841011221239,0.007789585829238245
0.0,0.0,0.0009162935846132109,0.0,0.0,0.0,9.4e-06,0.0,1.03e-05,0.0,3.2559189531000004e-06,1.03e-06,1.6e-06,3.2060626588676e-05,5.36873188939e-05,5.19982673725e-05,9.52e-05,3.55e-06,6.82e-06,7.640444481120001e-05
0.0,9.963142760788799e-05,0.008959979544322531,0.02089010361871569,0.028830764338049476,0.00912199595129767,0.019647998690012453,0.007467828292652832,0.008839396131539176,0.008513768458946667,0.010074005926268012,0.009225199,0.00526492798873104,0.009032388475590054,0.006911204259286783,0.00385043545834896,3.1604698455176e-05,0.001843430474346136,0.003520742,0.000422601
0.0,2.8780884856e-06,0.0,4.48e-06,0.0,0.0,7.05e-06,3.7679436583999996e-06,1.8721052990475004e-05,2.17e-06,5.6452097199999994e-06,0.0,5.6e-05,0.000127236,3.08071313099e-05,2.18944111239e-05,8.23e-06,4.635979648e-07,3.9956243067e-06,0.0
0.000271663418662125,0.00033522,0.0007302923644113901,0.001084144110841209,0.000287915,0.0,0.000108147,0.0,4.2319350891721e-05,0.005843260851002964,0.002286335520255076,0.000132871974777466,0.000683353055878922,0.000800445138658992,0.000620213917617333,0.000142363174919895,0.000222018128807805,0.00129523198504728,0.000659756275540741,0.001569582202320621
0.0009783386456889602,6.154075256231701e-05,0.000180997903573318,0.000123917835575072,3.066652534027e-05,0.000381699633478059,0.0007918205048085421,1.035823324492e-05,8.376972983261701e-05,6.108625545742e-05,0.00016988511892785,9.3898761545959e-05,0.000150917763074008,0.00032047654762493996,0.001711570468774425,0.0033246349016975104,0.0039041296319275035,0.005112974636348625,0.0007546328631116599,0.00046935682467018304
0.000364606,0.0,0.0,0.0,6.2e-05,0.00019943234485232,4.3279732993488e-05,0.000175328209974517,0.000178634226377475,0.000282438665628792,0.000494119067980944,1.35895305585e-05,6.148373107905001e-05,2.4506900329768003e-05,6.416942486621601e-05,2.926072484092e-05,6.0546823302720005e-05,0.0010519586387148238,0.00017537069789425998,0.00023148126950995598
0.00039728678696678,0.00019198457199167998,0.000353968611890157,2.9728753046195002e-05,0.0011252961168590843,0.0012372916050336,0.0037011564648023994,0.000344667793993776,0.00083960483609925,0.00014842464268420802,0.00041102369227374,9.0177993153948e-05,0.000401659062576015,0.000606627080876558,0.00040845466829066905,0.000141042166079868,0.000287939171297349,0.001289625626970685,0.0016067601888541119,0.001452138889395027
0.005793285277544205,0.00815003120040147,0.0058302331785000956,0.008809109797737576,0.0076470661609110546,0.006717665104709351,0.007087109966299579,0.0038594453660743197,0.004699662694049023,0.004373449524306059,0.006006109991921012,0.0026397436254465604,0.007018782967371694,0.004360067477269504,0.0047276900711733,0.00465571278198007,0.006626570759468321,0.021627451745542734,0.014931140706580293,0.01880874598929278
0.0251517659399802,0.014609930635998292,0.019174345057754644,0.03339593707892656,0.022762379571079367,0.010337842022031845,0.015403848338225489,1.87e-05,0.001262630357481976,0.000254539636676925,0.0005736715404271281,0.00017225505557895998,0.000159365992905172,0.00046482951686219995,3.51e-05,2.58665499897e-05,0.0,2.37e-06,0.0,0.0
0.0159139933615272,0.03812018643058821,0.038127248738257284,0.040802680122718836,0.015410589609446353,0.00050763859145462,0.000219760406736188,0.000485338052384959,0.0008101255207703641,0.004154114013795191,0.00967592093712249,0.028340101606589882,0.042853145483538746,0.01584426595308842,0.016464202526497634,0.017526739426523018,0.012147404798910466,0.009780968991206526,0.008233679632841,0.0013274054203754701
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35e-06,2.37e-06,0.0,9.6e-06
3.31390795865e-05,0.000543166323040404,0.00311430760185532,0.0009339831237459749,0.023584955320031267,0.002304577192937684,3.9025780344e-06,0.013526131613890276,0.028410911728370958,0.03302192903784288,0.042019308184364786,0.02341167635548427,0.012282377073967348,0.00961505801131008,0.0056807588344280156,0.005306208321395289,0.005359554761316791,0.007130333621188181,0.007878446530145506,0.027349518364563636
0.000380202482998632,0.00014091538177212997,0.000135016615002951,2.54293347607e-06,1.46e-05,1.19e-05,2.8871269366500004e-05,7.49e-06,4.89e-05,4.9582910544e-06,6.31e-05,0.00021930428849437498,6.34022817584e-05,2.3718966323999996e-06,3.73893599402e-05,0.00010138342223842999,0.000148759997643985,0.00021140416068334198,1.9919110036100002e-06,0.000111879908005383
7.37e-05,8.38e-05,2.78446032498e-05,3.58e-05,7.29e-06,0.0,0.00053133,0.00011982265881554601,7.72e-06,2.17e-06,3.32e-06,0.00107677640318479,3.22365635568e-05,8.104791620999999e-06,2.91689352578e-05,0.0,1.18e-05,0.0,0.0,1.1314273426600001e-05
