Exporters,Imported value in 2003,Imported value in 2004,Imported value in 2005,Imported value in 2006,Imported value in 2007,Imported value in 2008,Imported value in 2009,Imported value in 2010,Imported value in 2011,Imported value in 2012,Imported value in 2013,Imported value in 2014,Imported value in 2015,Imported value in 2016,Imported value in 2017,Imported value in 2018,Imported value in 2019,Imported value in 2020,Imported value in 2021,Imported value in 2022
Total,0,0,0,9,1,7,0,0,20,44,215,79,3,51,107,54,21,29,34,10
Netherlands,0,0,0,0,0,0,0,0,0,0,19,2,0,0,12,2,0,0,15,9
China,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,1
Congo,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0
Qatar,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Belgium,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
France,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Germany,0,0,0,9,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
United States of America,0,0,0,0,0,0,0,0,14,44,91,8,3,5,93,48,0,29,18,0
Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
HHI,0,0,0,1,1,1,0,0,0.18597402,1,0.358473605,0.609794217,1,0.683411438,0.707946753,0.782401395,0.067486828,1,0.265980897,0.677488313
